gen,env_1,env_2,env_3,env_4,env_5,env_6,performance
11.0,-0.3121670798733831,-0.4765244660759344,-0.1037789515092596,-0.000140050051324,-0.062890836713165,0.1259762001676857,36.0
11.0,0.2284778581894935,-0.4864800216117874,-0.0962332671210914,-0.0248248705797717,-0.0329547567955404,0.0562677151804342,36.0
11.0,0.70456919708848,-0.0537724016443825,0.1022102409863844,0.0977000085937082,0.0799018185076862,-0.0412416345141008,41.0
11.0,1.9358035320863127,0.7570597949204967,-0.0297136076421663,-0.011853945635654,0.0397739299846813,0.0567555813284367,26.0
11.0,1.4077565051726997,-0.2731777459778823,-0.049346193919219,0.1019000736920014,0.0574656617208942,0.001411957006447,38.0
11.0,-0.893445656016469,-0.9876545699243436,0.0765063864832371,-0.0119358068191707,-0.0346815350599959,0.0695403368583098,36.0
11.0,-1.229347384158522,0.6815521434112453,0.0483767059906944,-0.0891651335231289,-0.0317608330095559,-0.0318689393009468,41.0
11.0,-0.8946660745628178,0.0033904761029406,0.0068991010268777,0.0994355844997018,0.0450920860274136,-0.0402350881433188,123.0
11.0,1.4576515230126676,0.0043215799843892,0.0997701793078705,0.061627565038532,-0.0815443914494663,0.1082913788280338,26.0
11.0,0.6919722346365451,0.6904175236215815,0.0029252203322574,-0.0529502289470359,0.080876658241935,0.0028130104568526,36.0
11.0,-0.3121670798733831,-0.4765244660759344,-0.1037789515092596,-0.000140050051324,-0.062890836713165,0.1259762001676857,36.0
11.0,0.2284778581894935,-0.4864800216117874,-0.0962332671210914,-0.0248248705797717,-0.0329547567955404,0.0562677151804342,36.0
11.0,0.70456919708848,-0.0537724016443825,0.1022102409863844,0.0977000085937082,0.0799018185076862,-0.0412416345141008,41.0
11.0,1.9358035320863127,0.7570597949204967,-0.0297136076421663,-0.011853945635654,0.0397739299846813,0.0567555813284367,26.0
11.0,1.4077565051726997,-0.2731777459778823,-0.049346193919219,0.1019000736920014,0.0574656617208942,0.001411957006447,38.0
11.0,-0.893445656016469,-0.9876545699243436,0.0765063864832371,-0.0119358068191707,-0.0346815350599959,0.0695403368583098,36.0
11.0,-1.229347384158522,0.6815521434112453,0.0483767059906944,-0.0891651335231289,-0.0317608330095559,-0.0318689393009468,41.0
11.0,-0.8946660745628178,0.0033904761029406,0.0068991010268777,0.0994355844997018,0.0450920860274136,-0.0402350881433188,72.0
11.0,1.4576515230126676,0.0043215799843892,0.0997701793078705,0.061627565038532,-0.0815443914494663,0.1082913788280338,26.0
11.0,0.6919722346365451,0.6904175236215815,0.0029252203322574,-0.0529502289470359,0.080876658241935,0.0028130104568526,36.0
11.0,-1.167262995198369,-0.0522929316968656,-0.0605661476560682,0.0709986247780397,0.0367004208096116,-0.0823489156764969,40.0
11.0,0.1167960336618124,-0.0060993045754731,0.1026526237179338,0.074755142428413,-0.0348450591086596,-0.0361929164226949,28.0
11.0,0.498693129401654,-0.7809491749992594,0.0949278565257787,0.0202047357833236,0.0404476456146314,-0.1215610402476564,36.0
11.0,-1.9308185567110776,0.7044915011082777,-0.0065328096701949,0.0198650027599036,-0.0406719964275881,0.0377600275976136,51.0
11.0,1.2039478001408277,-0.5081904287100769,0.1008716420662775,-0.0342971853806972,-0.0691042425385117,0.0053829769110828,28.0
11.0,0.8885961759835482,0.8327391749038362,0.0089850611421093,-0.1178011636455431,0.0892365568508207,-0.1149786471357271,35.0
11.0,-1.5850851631276308,-0.3945875219651498,-0.0832808984832465,-0.0756714269338026,-0.0199354025426506,-0.1101820508409515,40.0
11.0,0.4981933895051479,-0.642221616699826,-0.0837421428567543,-0.0178778328323438,0.0464845576169341,0.0827332063770517,30.0
11.0,1.489674199350178,0.122086925113108,0.0043128697424009,0.0713136275452226,0.0898221647662296,-0.0487649720595851,41.0
11.0,0.7169620882272719,0.9272751476895064,0.0264383132182806,0.0903087364101037,-0.0471646778196841,-0.0747512153164371,32.0
11.0,-1.167262995198369,-0.0522929316968656,-0.0605661476560682,0.0709986247780397,0.0367004208096116,-0.0823489156764969,41.0
11.0,0.1167960336618124,-0.0060993045754731,0.1026526237179338,0.074755142428413,-0.0348450591086596,-0.0361929164226949,28.0
11.0,0.498693129401654,-0.7809491749992594,0.0949278565257787,0.0202047357833236,0.0404476456146314,-0.1215610402476564,36.0
11.0,-1.9308185567110776,0.7044915011082777,-0.0065328096701949,0.0198650027599036,-0.0406719964275881,0.0377600275976136,46.0
11.0,1.2039478001408277,-0.5081904287100769,0.1008716420662775,-0.0342971853806972,-0.0691042425385117,0.0053829769110828,28.0
11.0,0.8885961759835482,0.8327391749038362,0.0089850611421093,-0.1178011636455431,0.0892365568508207,-0.1149786471357271,36.0
11.0,-1.5850851631276308,-0.3945875219651498,-0.0832808984832465,-0.0756714269338026,-0.0199354025426506,-0.1101820508409515,41.0
11.0,0.4981933895051479,-0.642221616699826,-0.0837421428567543,-0.0178778328323438,0.0464845576169341,0.0827332063770517,31.0
11.0,1.489674199350178,0.122086925113108,0.0043128697424009,0.0713136275452226,0.0898221647662296,-0.0487649720595851,42.0
11.0,0.7169620882272719,0.9272751476895064,0.0264383132182806,0.0903087364101037,-0.0471646778196841,-0.0747512153164371,32.0
11.0,0.604728400669992,0.281557536071632,0.0813692182056605,-0.0709054066174253,0.0827831643124669,-0.0390020611630976,53.0
11.0,-0.9082338105663657,-0.4568252379074693,-0.0214629255834966,-0.1111478951862082,0.0920057294922694,-0.0079137813861668,31.0
11.0,-1.5989816716387866,0.4108310748520307,0.0542244678996503,0.0275625361452549,-0.0273228916224837,-0.1114750667856708,33.0
11.0,-1.61956349542737,1.1115712491818706,-0.0078741867757588,-0.1044540903308764,-0.0643194826940819,0.0876827595598474,56.0
11.0,0.7158866547122598,-0.11966120143421,0.1044157748922333,0.0262072641936615,-0.0544148744962737,-0.1145377101299539,25.0
11.0,-0.1678978814072906,-1.1105118097714148,-0.0008950224933773,-0.0665860829745978,0.0123275593026354,0.0236627288230806,44.0
11.0,-1.1711021207235754,1.2050290931970815,0.062660381226316,-0.1250255829822495,0.0943020533792301,-0.0765534493388384,42.0
11.0,0.9948392726182936,0.2235613577370532,-0.0478675253369286,-0.042645248711504,0.0229741509473696,0.0447571386804804,36.0
11.0,-0.7454374938234687,0.3770432093110867,-0.0564138526638224,0.000287683771111,-0.0877488548745587,0.0815822949062809,41.0
11.0,0.0441470345333219,-1.1757343313028106,-0.0660700137322396,-0.0026388628024086,-0.0626781904913112,0.0344131268054843,40.0
11.0,0.604728400669992,0.281557536071632,0.0813692182056605,-0.0709054066174253,0.0827831643124669,-0.0390020611630976,48.0
11.0,-0.9082338105663657,-0.4568252379074693,-0.0214629255834966,-0.1111478951862082,0.0920057294922694,-0.0079137813861668,31.0
11.0,-1.5989816716387866,0.4108310748520307,0.0542244678996503,0.0275625361452549,-0.0273228916224837,-0.1114750667856708,28.0
11.0,-1.61956349542737,1.1115712491818706,-0.0078741867757588,-0.1044540903308764,-0.0643194826940819,0.0876827595598474,49.0
11.0,0.7158866547122598,-0.11966120143421,0.1044157748922333,0.0262072641936615,-0.0544148744962737,-0.1145377101299539,28.0
11.0,-0.1678978814072906,-1.1105118097714148,-0.0008950224933773,-0.0665860829745978,0.0123275593026354,0.0236627288230806,51.0
11.0,-1.1711021207235754,1.2050290931970815,0.062660381226316,-0.1250255829822495,0.0943020533792301,-0.0765534493388384,44.0
11.0,0.9948392726182936,0.2235613577370532,-0.0478675253369286,-0.042645248711504,0.0229741509473696,0.0447571386804804,36.0
11.0,-0.7454374938234687,0.3770432093110867,-0.0564138526638224,0.000287683771111,-0.0877488548745587,0.0815822949062809,63.0
11.0,0.0441470345333219,-1.1757343313028106,-0.0660700137322396,-0.0026388628024086,-0.0626781904913112,0.0344131268054843,56.0
11.0,-1.463694648955017,-0.08990719206864,-0.0391625712373852,-0.0919271103329658,0.0626621402918919,-0.1152945383766889,34.0
11.0,-1.6279955462515354,1.07721313609276,-0.0452387185505032,0.0640162335241362,0.0237184902343153,-0.0838399479815661,48.0
11.0,-0.5842372336015105,-0.9126409397623502,0.0168795822341367,0.1259212179580033,-0.0045026272895187,-0.1000925673288107,39.0
11.0,-1.480156519230455,0.3014728406933136,-0.0953184159946441,-0.1248292060585767,-0.046696207345426,-0.1183505293018594,40.0
11.0,-1.5040911805965007,-0.218396789340768,-0.0364846838247403,0.0101034408665448,0.0709594696506857,0.0693683990653678,33.0
11.0,0.5333762698844075,1.0481326231872663,0.0416694170378893,0.0651224707543403,0.0155607475785538,-0.0338264958891794,44.0
11.0,1.310157895144075,-0.6637824302748778,0.0927017632088065,0.0277410333833471,-0.0379172755487635,0.1189264487118572,31.0
11.0,-0.8218478895686566,0.8485021962993778,-0.0449293259651213,-0.0110384057784676,0.0578214479358121,-0.1022378479716852,37.0
11.0,0.3758920018784701,1.0178959233197384,-0.086090511248894,0.0405904745725467,-0.0355143694918602,0.1078695304838791,34.0
11.0,-1.757531137548387,0.0348183342651464,-0.001556333768107,-0.0839124052702486,-0.0003082000605389,0.1040236085554137,45.0
11.0,-1.463694648955017,-0.08990719206864,-0.0391625712373852,-0.0919271103329658,0.0626621402918919,-0.1152945383766889,34.0
11.0,-1.6279955462515354,1.07721313609276,-0.0452387185505032,0.0640162335241362,0.0237184902343153,-0.0838399479815661,48.0
11.0,-0.5842372336015105,-0.9126409397623502,0.0168795822341367,0.1259212179580033,-0.0045026272895187,-0.1000925673288107,39.0
11.0,-1.480156519230455,0.3014728406933136,-0.0953184159946441,-0.1248292060585767,-0.046696207345426,-0.1183505293018594,41.0
11.0,-1.5040911805965007,-0.218396789340768,-0.0364846838247403,0.0101034408665448,0.0709594696506857,0.0693683990653678,32.0
11.0,0.5333762698844075,1.0481326231872663,0.0416694170378893,0.0651224707543403,0.0155607475785538,-0.0338264958891794,42.0
11.0,1.310157895144075,-0.6637824302748778,0.0927017632088065,0.0277410333833471,-0.0379172755487635,0.1189264487118572,32.0
11.0,-0.8218478895686566,0.8485021962993778,-0.0449293259651213,-0.0110384057784676,0.0578214479358121,-0.1022378479716852,36.0
11.0,0.3758920018784701,1.0178959233197384,-0.086090511248894,0.0405904745725467,-0.0355143694918602,0.1078695304838791,40.0
11.0,-1.757531137548387,0.0348183342651464,-0.001556333768107,-0.0839124052702486,-0.0003082000605389,0.1040236085554137,44.0
11.0,-1.0288673321641983,1.088533011514228,0.0190915290026739,0.1203569411282316,0.0615732929882779,-0.1238058626645058,54.0
11.0,0.6913125378526748,0.3253598575154319,-0.0944726359266042,0.0998214471395984,0.0703679054991528,-0.0742903548963516,33.0
11.0,-0.7062087678574026,-0.7805384865961968,0.0753765423650294,0.1343117429000437,-0.005916964386478,-0.1328226918587908,30.0
11.0,-0.2952103399224578,-0.2486638222890906,0.0459498039250075,-0.0072381570888757,-0.0210626502677798,-0.057023741259396,38.0
11.0,1.9101833732239903,-0.7221942526660861,0.0149027853700146,0.0081506284037009,-0.10037123601567,0.0316576023760587,32.0
11.0,0.4241267115846275,0.2467926537268794,0.0052010294759646,-0.0372488941808193,0.0117514968524873,0.025835551649861,48.0
11.0,0.898800659559667,0.9783684089547025,-0.0986137760448828,-0.0988389497611746,0.0464031657361239,0.1072601559220999,28.0
11.0,-1.2378088527470823,-0.3727640270674601,-0.0254957567480578,-0.0298617339877262,-0.0035018692188709,0.0752202258667797,43.0
11.0,1.2073088745474814,-0.8673604598455131,-0.078851749742031,-0.0199108174726888,0.0945415312881395,0.0590497534816116,28.0
11.0,1.5654827996268867,0.4333377981651574,-0.0796602414527162,0.0843814136818126,0.0556512360745295,0.0127480213789269,34.0
11.0,-1.0288673321641983,1.088533011514228,0.0190915290026739,0.1203569411282316,0.0615732929882779,-0.1238058626645058,52.0
11.0,0.6913125378526748,0.3253598575154319,-0.0944726359266042,0.0998214471395984,0.0703679054991528,-0.0742903548963516,32.0
11.0,-0.7062087678574026,-0.7805384865961968,0.0753765423650294,0.1343117429000437,-0.005916964386478,-0.1328226918587908,31.0
11.0,-0.2952103399224578,-0.2486638222890906,0.0459498039250075,-0.0072381570888757,-0.0210626502677798,-0.057023741259396,38.0
11.0,1.9101833732239903,-0.7221942526660861,0.0149027853700146,0.0081506284037009,-0.10037123601567,0.0316576023760587,33.0
11.0,0.4241267115846275,0.2467926537268794,0.0052010294759646,-0.0372488941808193,0.0117514968524873,0.025835551649861,54.0
11.0,0.898800659559667,0.9783684089547025,-0.0986137760448828,-0.0988389497611746,0.0464031657361239,0.1072601559220999,26.0
