gen,env_1,env_2,env_3,env_4,env_5,env_6,performance
6.0,-0.2709436227232218,1.0362069478305058,0.0107376590932905,-0.0842525920292511,-0.0231359706437215,0.1034591012904197,58.0
6.0,-1.4329249501302836,1.1413875275594183,-0.0744693242753296,0.0206406790556684,-0.0546794592590257,-0.0401122701680064,71.0
6.0,-1.2646900783963502,0.7326003251457587,0.0610750258264318,0.0068724664648473,-0.0764425153793022,0.1252215374971554,32.0
6.0,-0.933406826108694,-0.9524716972396712,-0.0023888518675789,0.0512003473173529,0.0194314589527994,0.0715214673155322,51.0
6.0,0.7162600386254488,-0.3984507263428531,0.0741752112710848,0.0266865826502144,0.077158303412497,-0.0293370776401981,65.0
6.0,1.1482311934791505,-1.1368557416391558,0.069404692479819,-0.0583071903217732,0.0380685646485164,0.0596461736503243,79.0
6.0,1.393244216054678,0.5191775828297249,0.0176623767046257,0.0214308735690638,-0.0137193337612971,-0.116641641389355,40.0
6.0,0.1290842829421161,0.9072699906583876,-0.0891151911764219,0.0076014411466792,0.0063012090083956,0.0013398376447781,33.0
6.0,-0.6728903728388249,1.1601683965721168,-0.0953371899588405,0.1239078951090276,0.0064637991767376,-0.0857260473488122,41.0
6.0,-0.9523328100554646,0.4173685635323636,0.0821737422294169,-0.1228641632421165,0.0938576030031964,-0.0099057460149377,45.0
6.0,-1.4025157970264552,0.102734237385448,-0.0250243040595576,-0.0280495811910033,0.0262095367264375,0.1210378081379383,37.0
6.0,-0.1158719418123364,1.0808624705532568,-0.0042172385151684,-0.116663008919537,0.0907773923310264,-0.0256492330243587,32.0
6.0,0.0498476698771119,-0.7177688789251262,0.045392767207846,0.0414271109640896,0.083486107943654,-0.0323968235056698,52.0
6.0,0.931418055061251,-0.4612313395366073,-0.101937152651064,0.0996108323670029,0.0218305935493111,-0.0649868603040799,33.0
6.0,0.4129294253066181,0.9507014148985036,0.0406821987446025,0.0986803721001744,0.0387730554654821,0.042848406255193,57.0
6.0,0.8260068962797522,1.0862430254439823,-0.0629247820023074,-0.0546053207283839,0.088558980083391,0.0108570833396986,27.0
6.0,-1.8991487052552405,0.5736248076846824,-0.0876249719998985,0.0337192526881098,0.0806802999442443,0.1030580547695159,28.0
6.0,-0.6103261195532977,0.3060281748790294,-0.0086346200522407,0.0789864325614944,-0.0683143586529046,-0.100067938287124,35.0
6.0,0.1080150414593518,0.7878713969956153,-0.0574310732339322,0.0607748110004216,0.1033595748762786,0.1191336084134876,29.0
6.0,-1.8270787536799904,-0.7169705089344645,0.0802193717568367,-0.0457898854032382,-0.0369375329306349,-0.1227880567568615,33.0
6.0,-1.3441377621330322,-0.5943564412370324,-0.0589831148878857,-0.0426861132212951,0.0383455168033391,-0.1121026427933946,35.0
6.0,1.1538386174999178,-0.7299779029260389,-0.0847386223208904,-0.1159532244913056,-0.0411407750906422,-0.1055342432692945,32.0
6.0,1.0811319841034712,-0.0592288675974124,0.0104469618644565,-0.1310237281546294,-0.0082085714731738,-0.0171007159434035,51.0
6.0,-0.5964802242256702,-0.5252073509688489,0.0421253534933179,-0.0807673145913109,0.0091789340824633,0.1136161652357727,56.0
6.0,-1.3803673960380256,0.1420070841140113,-0.0712213597120344,-0.064089367421709,0.0098100267630442,-0.0682915380216911,36.0
6.0,-1.5813954320847987,0.2541448294487782,0.0688975531379506,-0.0450295600648298,-0.0230196079657971,0.1273316256709993,42.0
6.0,1.5026805925928055,0.7616553355869837,-0.1020395054174214,-0.0777454583204537,0.0014963845128938,0.0838936198748499,26.0
6.0,-0.9363463330976666,1.1153395170648583,-0.0227930347800254,-0.1147908828217238,-0.0791797354257479,-0.0093670219142883,49.0
6.0,0.7949671645201742,0.1913026827550492,-0.0664368874779716,0.0256871494166106,0.0350891375643387,0.0912603625957816,32.0
6.0,-1.2526163704991342,-0.7667534991307186,0.0632221177250891,0.0990625370435491,0.084661557079181,0.0675872803230881,58.0
6.0,-0.4516132504865527,-0.297115101807285,0.0190561791625991,-0.0226825134584829,0.0917035653483122,0.0540799981513321,37.0
6.0,-1.9190438903421163,0.5690941205061972,0.0828854754830896,0.0847327447352558,-0.0097307721130177,-0.0057291713732704,32.0
6.0,1.0201818044409157,0.6940701192291454,0.0525287080572918,0.0287763900450095,-0.071148493396379,0.047829361236535,31.0
6.0,0.3012351201586426,1.1068252052203753,0.0806830541377887,0.1011577240954935,-0.007334488848038,0.1051248400372862,33.0
6.0,1.1779212620705364,1.03004817541223,0.0838774302773177,0.0714909630491212,-0.0321421705626323,-0.1010381185026839,28.0
