specialist_score,specialist_cycle,cm_true_positive,cm_false_positive,cm_false_negative,cm_true_negative,gen
0.64,fit,0,18,0,32,942
0.64,score,0,18,0,32,943
0.52,fit,0,24,0,26,944
0.52,score,0,24,0,26,945
0.72,score,0,14,0,36,946
0.58,fit,0,21,0,29,947
0.58,score,0,21,0,29,948
0.72,score,0,14,0,36,949
0.76,score,0,12,0,38,950
0.68,fit,0,16,0,34,951
0.68,score,0,16,0,34,952
0.64,fit,0,18,0,32,953
0.64,score,0,18,0,32,954
0.66,fit,0,17,0,33,955
0.66,score,0,17,0,33,956
0.52,fit,0,24,0,26,957
0.52,score,0,24,0,26,958
0.66,fit,0,17,0,33,959
0.66,score,0,17,0,33,960
0.56,fit,0,22,0,28,961
0.56,score,0,22,0,28,962
0.76,score,0,12,0,38,963
0.66,fit,0,17,0,33,964
0.66,score,0,17,0,33,965
0.68,fit,0,16,0,34,966
0.68,score,0,16,0,34,967
0.76,score,0,12,0,38,968
0.52,fit,0,24,0,26,969
0.52,score,0,24,0,26,970
0.72,score,0,14,0,36,971
0.62,fit,0,19,0,31,972
0.62,score,0,19,0,31,973
0.6,fit,0,20,0,30,974
0.6,score,0,20,0,30,975
0.66,fit,0,17,0,33,976
0.66,score,0,17,0,33,977
0.62,fit,0,19,0,31,978
0.62,score,0,19,0,31,979
0.58,fit,0,21,0,29,980
0.58,score,0,21,0,29,981
0.66,fit,0,17,0,33,982
0.66,score,0,17,0,33,983
0.66,fit,0,17,0,33,984
0.66,score,0,17,0,33,985
0.54,fit,0,23,0,27,986
0.54,score,0,23,0,27,987
0.6,fit,0,20,0,30,988
0.6,score,0,20,0,30,989
0.74,score,0,13,0,37,990
0.68,fit,0,16,0,34,991
0.68,score,0,16,0,34,992
0.64,fit,0,18,0,32,993
0.64,score,0,18,0,32,994
0.76,score,0,12,0,38,995
0.7,score,0,15,0,35,996
0.7,score,0,15,0,35,997
0.7,score,0,15,0,35,998
0.78,score,0,11,0,39,999
0.74,score,0,13,0,37,1000
0.68,fit,0,16,0,34,1001
0.68,score,0,16,0,34,1002
0.74,score,0,13,0,37,1003
0.68,fit,0,16,0,34,1004
0.68,score,0,16,0,34,1005
0.7,score,0,15,0,35,1006
0.76,score,0,12,0,38,1007
0.72,score,0,14,0,36,1008
0.64,fit,0,18,0,32,1009
0.64,score,0,18,0,32,1010
0.78,score,0,11,0,39,1011
0.62,fit,0,19,0,31,1012
0.62,score,0,19,0,31,1013
0.72,score,0,14,0,36,1014
0.64,fit,0,18,0,32,1015
0.64,score,0,18,0,32,1016
0.62,fit,0,19,0,31,1017
0.62,score,0,19,0,31,1018
0.8,score,0,10,0,40,1019
0.66,fit,0,17,0,33,1020
0.66,score,0,17,0,33,1021
0.7,score,0,15,0,35,1022
0.72,score,0,14,0,36,1023
0.58,fit,0,21,0,29,1024
0.58,score,0,21,0,29,1025
0.58,fit,0,21,0,29,1026
0.58,score,0,21,0,29,1027
0.68,fit,0,16,0,34,1028
0.68,score,0,16,0,34,1029
0.68,fit,0,16,0,34,1030
0.68,score,0,16,0,34,1031
0.7,score,0,15,0,35,1032
0.72,score,0,14,0,36,1033
0.7,score,0,15,0,35,1034
0.72,score,0,14,0,36,1035
0.64,fit,0,18,0,32,1036
0.64,score,0,18,0,32,1037
0.72,score,0,14,0,36,1038
0.58,fit,0,21,0,29,1039
0.58,score,0,21,0,29,1040
0.68,fit,0,16,0,34,1041
0.68,score,0,16,0,34,1042
0.6,fit,0,20,0,30,1043
0.6,score,0,20,0,30,1044
0.58,fit,0,21,0,29,1045
0.58,score,0,21,0,29,1046
0.74,score,0,13,0,37,1047
0.66,fit,0,17,0,33,1048
0.66,score,0,17,0,33,1049
0.68,fit,0,16,0,34,1050
0.68,score,0,16,0,34,1051
0.72,score,0,14,0,36,1052
0.72,score,0,14,0,36,1053
0.82,score,0,9,0,41,1054
0.82,score,0,9,0,41,1055
0.68,fit,0,16,0,34,1056
0.68,score,0,16,0,34,1057
0.62,fit,0,19,0,31,1058
0.62,score,0,19,0,31,1059
0.76,score,0,12,0,38,1060
0.7,score,0,15,0,35,1061
0.7,score,0,15,0,35,1062
0.6,fit,0,20,0,30,1063
0.6,score,0,20,0,30,1064
0.74,score,0,13,0,37,1065
0.74,score,0,13,0,37,1066
0.7,score,0,15,0,35,1067
0.62,fit,0,19,0,31,1068
0.62,score,0,19,0,31,1069
0.64,fit,0,18,0,32,1070
0.64,score,0,18,0,32,1071
0.6,fit,0,20,0,30,1072
0.6,score,0,20,0,30,1073
0.74,score,0,13,0,37,1074
0.66,fit,0,17,0,33,1075
0.66,score,0,17,0,33,1076
0.72,score,0,14,0,36,1077
0.68,fit,0,16,0,34,1078
0.68,score,0,16,0,34,1079
0.78,score,0,11,0,39,1080
0.64,fit,0,18,0,32,1081
0.64,score,0,18,0,32,1082
0.7,score,0,15,0,35,1083
0.84,score,0,8,0,42,1084
0.7,score,0,15,0,35,1085
0.66,fit,0,17,0,33,1086
0.66,score,0,17,0,33,1087
0.76,score,0,12,0,38,1088
0.66,fit,0,17,0,33,1089
0.66,score,0,17,0,33,1090
0.62,fit,0,19,0,31,1091
0.62,score,0,19,0,31,1092
0.78,score,0,11,0,39,1093
0.68,fit,0,16,0,34,1094
0.68,score,0,16,0,34,1095
0.66,fit,0,17,0,33,1096
0.66,score,0,17,0,33,1097
0.82,score,0,9,0,41,1098
0.7,score,0,15,0,35,1099
0.66,fit,0,17,0,33,1100
0.66,score,0,17,0,33,1101
0.66,fit,0,17,0,33,1102
0.66,score,0,17,0,33,1103
0.62,fit,0,19,0,31,1104
0.62,score,0,19,0,31,1105
0.64,fit,0,18,0,32,1106
0.64,score,0,18,0,32,1107
0.7,score,0,15,0,35,1108
0.64,fit,0,18,0,32,1109
0.64,score,0,18,0,32,1110
0.7,score,0,15,0,35,1111
0.58,fit,0,21,0,29,1112
0.58,score,0,21,0,29,1113
0.66,fit,0,17,0,33,1114
0.66,score,0,17,0,33,1115
0.7,score,0,15,0,35,1116
0.74,score,0,13,0,37,1117
0.78,score,0,11,0,39,1118
0.76,score,0,12,0,38,1119
0.72,score,0,14,0,36,1120
0.66,fit,0,17,0,33,1121
0.66,score,0,17,0,33,1122
0.62,fit,0,19,0,31,1123
0.62,score,0,19,0,31,1124
0.72,score,0,14,0,36,1125
0.74,score,0,13,0,37,1126
0.74,score,0,13,0,37,1127
0.72,score,0,14,0,36,1128
0.76,score,0,12,0,38,1129
0.72,score,0,14,0,36,1130
0.82,score,0,9,0,41,1131
0.66,fit,0,17,0,33,1132
0.66,score,0,17,0,33,1133
0.58,fit,0,21,0,29,1134
0.58,score,0,21,0,29,1135
0.68,fit,0,16,0,34,1136
0.68,score,0,16,0,34,1137
0.78,score,0,11,0,39,1138
0.84,score,0,8,0,42,1139
0.62,fit,0,19,0,31,1140
0.62,score,0,19,0,31,1141
0.7,score,0,15,0,35,1142
0.8,score,0,10,0,40,1143
0.72,score,0,14,0,36,1144
0.72,score,0,14,0,36,1145
0.64,fit,0,18,0,32,1146
0.64,score,0,18,0,32,1147
0.66,fit,0,17,0,33,1148
0.66,score,0,17,0,33,1149
0.66,fit,0,17,0,33,1150
0.66,score,0,17,0,33,1151
0.64,fit,0,18,0,32,1152
0.64,score,0,18,0,32,1153
0.58,fit,0,21,0,29,1154
0.58,score,0,21,0,29,1155
0.72,score,0,14,0,36,1156
0.56,fit,0,22,0,28,1157
0.56,score,0,22,0,28,1158
0.7,score,0,15,0,35,1159
0.74,score,0,13,0,37,1160
0.76,score,0,12,0,38,1161
0.66,fit,0,17,0,33,1162
0.66,score,0,17,0,33,1163
0.72,score,0,14,0,36,1164
0.74,score,0,13,0,37,1165
0.64,fit,0,18,0,32,1166
0.64,score,0,18,0,32,1167
0.74,score,0,13,0,37,1168
0.7,score,0,15,0,35,1169
0.54,fit,0,23,0,27,1170
0.54,score,0,23,0,27,1171
0.66,fit,0,17,0,33,1172
0.66,score,0,17,0,33,1173
0.68,fit,0,16,0,34,1174
0.68,score,0,16,0,34,1175
0.64,fit,0,18,0,32,1176
0.64,score,0,18,0,32,1177
0.68,fit,0,16,0,34,1178
0.68,score,0,16,0,34,1179
0.68,fit,0,16,0,34,1180
0.68,score,0,16,0,34,1181
0.6,fit,0,20,0,30,1182
0.6,score,0,20,0,30,1183
0.62,fit,0,19,0,31,1184
0.62,score,0,19,0,31,1185
0.68,fit,0,16,0,34,1186
0.68,score,0,16,0,34,1187
0.66,fit,0,17,0,33,1188
0.66,score,0,17,0,33,1189
0.64,fit,0,18,0,32,1190
0.64,score,0,18,0,32,1191
0.54,fit,0,23,0,27,1192
0.54,score,0,23,0,27,1193
0.68,fit,0,16,0,34,1194
0.68,score,0,16,0,34,1195
0.64,fit,0,18,0,32,1196
0.64,score,0,18,0,32,1197
0.72,score,0,14,0,36,1198
0.86,score,0,7,0,43,1199
0.68,fit,0,16,0,34,1200
0.68,score,0,16,0,34,1201
0.58,fit,0,21,0,29,1202
0.58,score,0,21,0,29,1203
0.74,score,0,13,0,37,1204
0.64,fit,0,18,0,32,1205
0.64,score,0,18,0,32,1206
0.66,fit,0,17,0,33,1207
0.66,score,0,17,0,33,1208
0.64,fit,0,18,0,32,1209
0.64,score,0,18,0,32,1210
0.62,fit,0,19,0,31,1211
0.62,score,0,19,0,31,1212
0.74,score,0,13,0,37,1213
0.66,fit,0,17,0,33,1214
0.66,score,0,17,0,33,1215
0.72,score,0,14,0,36,1216
0.64,fit,0,18,0,32,1217
0.64,score,0,18,0,32,1218
0.8,score,0,10,0,40,1219
0.7,score,0,15,0,35,1220
0.7,score,0,15,0,35,1221
0.6,fit,0,20,0,30,1222
0.6,score,0,20,0,30,1223
0.66,fit,0,17,0,33,1224
0.66,score,0,17,0,33,1225
0.7,score,0,15,0,35,1226
0.72,score,0,14,0,36,1227
0.64,fit,0,18,0,32,1228
0.64,score,0,18,0,32,1229
0.64,fit,0,18,0,32,1230
0.64,score,0,18,0,32,1231
0.7,score,0,15,0,35,1232
0.74,score,0,13,0,37,1233
0.6,fit,0,20,0,30,1234
0.6,score,0,20,0,30,1235
0.66,fit,0,17,0,33,1236
0.66,score,0,17,0,33,1237
0.66,fit,0,17,0,33,1238
0.66,score,0,17,0,33,1239
0.8,score,0,10,0,40,1240
0.68,fit,0,16,0,34,1241
0.68,score,0,16,0,34,1242
0.58,fit,0,21,0,29,1243
0.58,score,0,21,0,29,1244
0.6,fit,0,20,0,30,1245
0.6,score,0,20,0,30,1246
0.58,fit,0,21,0,29,1247
0.58,score,0,21,0,29,1248
0.58,fit,0,21,0,29,1249
0.58,score,0,21,0,29,1250
0.72,score,0,14,0,36,1251
0.6,fit,0,20,0,30,1252
0.6,score,0,20,0,30,1253
0.74,score,0,13,0,37,1254
0.72,score,0,14,0,36,1255
0.74,score,0,13,0,37,1256
0.68,fit,0,16,0,34,1257
0.68,score,0,16,0,34,1258
0.76,score,0,12,0,38,1259
0.6,fit,0,20,0,30,1260
0.6,score,0,20,0,30,1261
0.76,score,0,12,0,38,1262
0.7,score,0,15,0,35,1263
0.88,score,0,6,0,44,1264
0.64,fit,0,18,0,32,1265
0.64,score,0,18,0,32,1266
0.76,score,0,12,0,38,1267
0.72,score,0,14,0,36,1268
0.68,fit,0,16,0,34,1269
0.68,score,0,16,0,34,1270
0.6,fit,0,20,0,30,1271
0.6,score,0,20,0,30,1272
0.74,score,0,13,0,37,1273
0.58,fit,0,21,0,29,1274
0.58,score,0,21,0,29,1275
0.66,fit,0,17,0,33,1276
0.66,score,0,17,0,33,1277
0.7,score,0,15,0,35,1278
0.66,fit,0,17,0,33,1279
0.66,score,0,17,0,33,1280
0.62,fit,0,19,0,31,1281
0.62,score,0,19,0,31,1282
0.76,score,0,12,0,38,1283
0.64,fit,0,18,0,32,1284
0.64,score,0,18,0,32,1285
0.64,fit,0,18,0,32,1286
0.64,score,0,18,0,32,1287
0.72,score,0,14,0,36,1288
0.74,score,0,13,0,37,1289
0.72,score,0,14,0,36,1290
0.76,score,0,12,0,38,1291
0.62,fit,0,19,0,31,1292
0.62,score,0,19,0,31,1293
0.74,score,0,13,0,37,1294
0.7,score,0,15,0,35,1295
0.66,fit,0,17,0,33,1296
0.66,score,0,17,0,33,1297
0.6,fit,0,20,0,30,1298
0.6,score,0,20,0,30,1299
0.68,fit,0,16,0,34,1300
0.68,score,0,16,0,34,1301
0.8,score,0,10,0,40,1302
0.64,fit,0,18,0,32,1303
0.64,score,0,18,0,32,1304
0.68,fit,0,16,0,34,1305
0.68,score,0,16,0,34,1306
0.8,score,0,10,0,40,1307
0.74,score,0,13,0,37,1308
0.76,score,0,12,0,38,1309
0.6,fit,0,20,0,30,1310
0.6,score,0,20,0,30,1311
0.68,fit,0,16,0,34,1312
0.68,score,0,16,0,34,1313
0.7,score,0,15,0,35,1314
0.78,score,0,11,0,39,1315
0.7,score,0,15,0,35,1316
0.74,score,0,13,0,37,1317
0.66,fit,0,17,0,33,1318
0.66,score,0,17,0,33,1319
0.76,score,0,12,0,38,1320
0.74,score,0,13,0,37,1321
0.66,fit,0,17,0,33,1322
0.66,score,0,17,0,33,1323
0.7,score,0,15,0,35,1324
0.74,score,0,13,0,37,1325
0.66,fit,0,17,0,33,1326
0.66,score,0,17,0,33,1327
0.62,fit,0,19,0,31,1328
0.62,score,0,19,0,31,1329
0.8,score,0,10,0,40,1330
0.62,fit,0,19,0,31,1331
0.62,score,0,19,0,31,1332
0.72,score,0,14,0,36,1333
0.68,fit,0,16,0,34,1334
0.68,score,0,16,0,34,1335
0.7,score,0,15,0,35,1336
0.68,fit,0,16,0,34,1337
0.68,score,0,16,0,34,1338
0.6,fit,0,20,0,30,1339
0.6,score,0,20,0,30,1340
0.62,fit,0,19,0,31,1341
0.62,score,0,19,0,31,1342
0.74,score,0,13,0,37,1343
0.7,score,0,15,0,35,1344
0.82,score,0,9,0,41,1345
0.7,score,0,15,0,35,1346
0.68,fit,0,16,0,34,1347
0.68,score,0,16,0,34,1348
0.62,fit,0,19,0,31,1349
0.62,score,0,19,0,31,1350
0.72,score,0,14,0,36,1351
0.72,score,0,14,0,36,1352
0.72,score,0,14,0,36,1353
0.62,fit,0,19,0,31,1354
0.62,score,0,19,0,31,1355
0.74,score,0,13,0,37,1356
0.64,fit,0,18,0,32,1357
0.64,score,0,18,0,32,1358
0.6,fit,0,20,0,30,1359
0.6,score,0,20,0,30,1360
0.62,fit,0,19,0,31,1361
0.62,score,0,19,0,31,1362
0.74,score,0,13,0,37,1363
0.72,score,0,14,0,36,1364
0.64,fit,0,18,0,32,1365
0.64,score,0,18,0,32,1366
0.8,score,0,10,0,40,1367
0.6,fit,0,20,0,30,1368
0.6,score,0,20,0,30,1369
0.64,fit,0,18,0,32,1370
0.64,score,0,18,0,32,1371
0.7,score,0,15,0,35,1372
0.74,score,0,13,0,37,1373
0.66,fit,0,17,0,33,1374
0.66,score,0,17,0,33,1375
0.72,score,0,14,0,36,1376
0.72,score,0,14,0,36,1377
0.68,fit,0,16,0,34,1378
0.68,score,0,16,0,34,1379
0.82,score,0,9,0,41,1380
0.68,fit,0,16,0,34,1381
0.68,score,0,16,0,34,1382
0.6,fit,0,20,0,30,1383
0.6,score,0,20,0,30,1384
0.72,score,0,14,0,36,1385
0.76,score,0,12,0,38,1386
0.72,score,0,14,0,36,1387
0.6,fit,0,20,0,30,1388
0.6,score,0,20,0,30,1389
0.7,score,0,15,0,35,1390
0.72,score,0,14,0,36,1391
0.74,score,0,13,0,37,1392
0.7,score,0,15,0,35,1393
0.66,fit,0,17,0,33,1394
0.66,score,0,17,0,33,1395
0.66,fit,0,17,0,33,1396
0.66,score,0,17,0,33,1397
0.72,score,0,14,0,36,1398
0.76,score,0,12,0,38,1399
0.72,score,0,14,0,36,1400
0.68,fit,0,16,0,34,1401
0.68,score,0,16,0,34,1402
0.72,score,0,14,0,36,1403
0.82,score,0,9,0,41,1404
0.68,fit,0,16,0,34,1405
0.68,score,0,16,0,34,1406
0.68,fit,0,16,0,34,1407
0.68,score,0,16,0,34,1408
0.68,fit,0,16,0,34,1409
0.68,score,0,16,0,34,1410
0.62,fit,0,19,0,31,1411
0.62,score,0,19,0,31,1412
0.86,score,0,7,0,43,1413
0.8,score,0,10,0,40,1414
0.68,fit,0,16,0,34,1415
0.68,score,0,16,0,34,1416
0.7,score,0,15,0,35,1417
0.74,score,0,13,0,37,1418
0.72,score,0,14,0,36,1419
0.72,score,0,14,0,36,1420
0.64,fit,0,18,0,32,1421
0.64,score,0,18,0,32,1422
0.58,fit,0,21,0,29,1423
0.58,score,0,21,0,29,1424
0.6,fit,0,20,0,30,1425
0.6,score,0,20,0,30,1426
0.74,score,0,13,0,37,1427
0.68,fit,0,16,0,34,1428
0.68,score,0,16,0,34,1429
0.78,score,0,11,0,39,1430
0.62,fit,0,19,0,31,1431
0.62,score,0,19,0,31,1432
0.74,score,0,13,0,37,1433
0.68,fit,0,16,0,34,1434
0.68,score,0,16,0,34,1435
0.78,score,0,11,0,39,1436
0.74,score,0,13,0,37,1437
0.76,score,0,12,0,38,1438
0.62,fit,0,19,0,31,1439
0.62,score,0,19,0,31,1440
0.72,score,0,14,0,36,1441
0.8,score,0,10,0,40,1442
0.68,fit,0,16,0,34,1443
0.68,score,0,16,0,34,1444
0.66,fit,0,17,0,33,1445
0.66,score,0,17,0,33,1446
0.76,score,0,12,0,38,1447
0.68,fit,0,16,0,34,1448
0.68,score,0,16,0,34,1449
0.76,score,0,12,0,38,1450
0.68,fit,0,16,0,34,1451
0.68,score,0,16,0,34,1452
0.74,score,0,13,0,37,1453
0.8,score,0,10,0,40,1454
0.7,score,0,15,0,35,1455
0.68,fit,0,16,0,34,1456
0.68,score,0,16,0,34,1457
0.72,score,0,14,0,36,1458
0.64,fit,0,18,0,32,1459
0.64,score,0,18,0,32,1460
0.76,score,0,12,0,38,1461
0.74,score,0,13,0,37,1462
0.64,fit,0,18,0,32,1463
0.64,score,0,18,0,32,1464
0.8,score,0,10,0,40,1465
0.64,fit,0,18,0,32,1466
0.64,score,0,18,0,32,1467
0.68,fit,0,16,0,34,1468
0.68,score,0,16,0,34,1469
0.88,score,0,6,0,44,1470
0.66,fit,0,17,0,33,1471
0.66,score,0,17,0,33,1472
0.74,score,0,13,0,37,1473
0.74,score,0,13,0,37,1474
0.78,score,0,11,0,39,1475
0.68,fit,0,16,0,34,1476
0.68,score,0,16,0,34,1477
0.74,score,0,13,0,37,1478
0.7,score,0,15,0,35,1479
0.72,score,0,14,0,36,1480
0.66,fit,0,17,0,33,1481
0.66,score,0,17,0,33,1482
0.7,score,0,15,0,35,1483
0.62,fit,0,19,0,31,1484
0.62,score,0,19,0,31,1485
0.82,score,0,9,0,41,1486
0.6,fit,0,20,0,30,1487
0.6,score,0,20,0,30,1488
0.74,score,0,13,0,37,1489
0.62,fit,0,19,0,31,1490
0.62,score,0,19,0,31,1491
0.74,score,0,13,0,37,1492
0.66,fit,0,17,0,33,1493
0.66,score,0,17,0,33,1494
0.62,fit,0,19,0,31,1495
0.62,score,0,19,0,31,1496
0.78,score,0,11,0,39,1497
0.7,score,0,15,0,35,1498
0.74,score,0,13,0,37,1499
0.7,score,0,15,0,35,1500
0.7,score,0,15,0,35,1501
0.82,score,0,9,0,41,1502
0.7,score,0,15,0,35,1503
0.84,score,0,8,0,42,1504
0.7,score,0,15,0,35,1505
0.72,score,0,14,0,36,1506
0.56,fit,0,22,0,28,1507
0.56,score,0,22,0,28,1508
0.62,fit,0,19,0,31,1509
0.62,score,0,19,0,31,1510
0.74,score,0,13,0,37,1511
0.68,fit,0,16,0,34,1512
0.68,score,0,16,0,34,1513
0.7,score,0,15,0,35,1514
0.62,fit,0,19,0,31,1515
0.62,score,0,19,0,31,1516
0.76,score,0,12,0,38,1517
0.64,fit,0,18,0,32,1518
