specialist_score,specialist_cycle,cm_true_positive,cm_false_positive,cm_false_negative,cm_true_negative,gen
0.64,score,0,18,0,32,1519
0.62,fit,0,19,0,31,1520
0.62,score,0,19,0,31,1521
0.66,fit,0,17,0,33,1522
0.66,score,0,17,0,33,1523
0.76,score,0,12,0,38,1524
0.84,score,0,8,0,42,1525
0.76,score,0,12,0,38,1526
0.78,score,0,11,0,39,1527
0.64,fit,0,18,0,32,1528
0.64,score,0,18,0,32,1529
0.7,score,0,15,0,35,1530
0.78,score,0,11,0,39,1531
0.76,score,0,12,0,38,1532
0.62,fit,0,19,0,31,1533
0.62,score,0,19,0,31,1534
0.7,score,0,15,0,35,1535
0.74,score,0,13,0,37,1536
0.72,score,0,14,0,36,1537
0.76,score,0,12,0,38,1538
0.66,fit,0,17,0,33,1539
0.66,score,0,17,0,33,1540
0.76,score,0,12,0,38,1541
0.76,score,0,12,0,38,1542
0.82,score,0,9,0,41,1543
0.72,score,0,14,0,36,1544
0.8,score,0,10,0,40,1545
0.68,fit,0,16,0,34,1546
0.68,score,0,16,0,34,1547
0.72,score,0,14,0,36,1548
0.76,score,0,12,0,38,1549
0.7,score,0,15,0,35,1550
0.64,fit,0,18,0,32,1551
0.64,score,0,18,0,32,1552
0.78,score,0,11,0,39,1553
0.7,score,0,15,0,35,1554
0.82,score,0,9,0,41,1555
0.7,score,0,15,0,35,1556
0.8,score,0,10,0,40,1557
0.72,score,0,14,0,36,1558
0.68,fit,0,16,0,34,1559
0.68,score,0,16,0,34,1560
0.66,fit,0,17,0,33,1561
0.66,score,0,17,0,33,1562
0.78,score,0,11,0,39,1563
0.64,fit,0,18,0,32,1564
0.64,score,0,18,0,32,1565
0.74,score,0,13,0,37,1566
0.8,score,0,10,0,40,1567
0.72,score,0,14,0,36,1568
0.72,score,0,14,0,36,1569
0.72,score,0,14,0,36,1570
0.72,score,0,14,0,36,1571
0.64,fit,0,18,0,32,1572
0.64,score,0,18,0,32,1573
0.72,score,0,14,0,36,1574
0.78,score,0,11,0,39,1575
0.78,score,0,11,0,39,1576
0.76,score,0,12,0,38,1577
0.72,score,0,14,0,36,1578
0.7,score,0,15,0,35,1579
0.66,fit,0,17,0,33,1580
0.66,score,0,17,0,33,1581
0.76,score,0,12,0,38,1582
0.82,score,0,9,0,41,1583
0.88,score,0,6,0,44,1584
0.68,fit,0,16,0,34,1585
0.68,score,0,16,0,34,1586
0.68,fit,0,16,0,34,1587
0.68,score,0,16,0,34,1588
0.64,fit,0,18,0,32,1589
0.64,score,0,18,0,32,1590
0.68,fit,0,16,0,34,1591
0.68,score,0,16,0,34,1592
0.8,score,0,10,0,40,1593
0.68,fit,0,16,0,34,1594
0.68,score,0,16,0,34,1595
0.8,score,0,10,0,40,1596
0.72,score,0,14,0,36,1597
0.72,score,0,14,0,36,1598
0.66,fit,0,17,0,33,1599
0.66,score,0,17,0,33,1600
0.82,score,0,9,0,41,1601
0.64,fit,0,18,0,32,1602
0.64,score,0,18,0,32,1603
0.7,score,0,15,0,35,1604
0.68,fit,0,16,0,34,1605
0.68,score,0,16,0,34,1606
0.64,fit,0,18,0,32,1607
0.64,score,0,18,0,32,1608
0.74,score,0,13,0,37,1609
0.72,score,0,14,0,36,1610
0.76,score,0,12,0,38,1611
0.8,score,0,10,0,40,1612
0.8,score,0,10,0,40,1613
0.78,score,0,11,0,39,1614
0.76,score,0,12,0,38,1615
0.7,score,0,15,0,35,1616
0.74,score,0,13,0,37,1617
0.76,score,0,12,0,38,1618
0.82,score,0,9,0,41,1619
0.7,score,0,15,0,35,1620
0.84,score,0,8,0,42,1621
0.78,score,0,11,0,39,1622
0.8,score,0,10,0,40,1623
0.68,fit,0,16,0,34,1624
0.68,score,0,16,0,34,1625
0.68,fit,0,16,0,34,1626
0.68,score,0,16,0,34,1627
0.72,score,0,14,0,36,1628
0.72,score,0,14,0,36,1629
0.72,score,0,14,0,36,1630
0.82,score,0,9,0,41,1631
0.82,score,0,9,0,41,1632
0.7,score,0,15,0,35,1633
0.74,score,0,13,0,37,1634
0.68,fit,0,16,0,34,1635
0.68,score,0,16,0,34,1636
0.68,fit,0,16,0,34,1637
0.68,score,0,16,0,34,1638
0.68,fit,0,16,0,34,1639
0.68,score,0,16,0,34,1640
0.68,fit,0,16,0,34,1641
0.68,score,0,16,0,34,1642
0.72,score,0,14,0,36,1643
0.76,score,0,12,0,38,1644
0.68,fit,0,16,0,34,1645
0.68,score,0,16,0,34,1646
0.72,score,0,14,0,36,1647
0.68,fit,0,16,0,34,1648
0.68,score,0,16,0,34,1649
0.84,score,0,8,0,42,1650
0.7,score,0,15,0,35,1651
0.72,score,0,14,0,36,1652
0.74,score,0,13,0,37,1653
0.68,fit,0,16,0,34,1654
0.68,score,0,16,0,34,1655
0.54,fit,0,23,0,27,1656
0.54,score,0,23,0,27,1657
0.64,fit,0,18,0,32,1658
0.64,score,0,18,0,32,1659
0.56,fit,0,22,0,28,1660
0.56,score,0,22,0,28,1661
0.74,score,0,13,0,37,1662
0.74,score,0,13,0,37,1663
0.7,score,0,15,0,35,1664
0.68,fit,0,16,0,34,1665
0.68,score,0,16,0,34,1666
0.64,fit,0,18,0,32,1667
0.64,score,0,18,0,32,1668
0.74,score,0,13,0,37,1669
0.54,fit,0,23,0,27,1670
0.54,score,0,23,0,27,1671
0.66,fit,0,17,0,33,1672
0.66,score,0,17,0,33,1673
0.84,score,0,8,0,42,1674
0.58,fit,0,21,0,29,1675
0.58,score,0,21,0,29,1676
0.76,score,0,12,0,38,1677
0.68,fit,0,16,0,34,1678
0.68,score,0,16,0,34,1679
0.7,score,0,15,0,35,1680
0.66,fit,0,17,0,33,1681
0.66,score,0,17,0,33,1682
0.68,fit,0,16,0,34,1683
0.68,score,0,16,0,34,1684
0.62,fit,0,19,0,31,1685
0.62,score,0,19,0,31,1686
0.7,score,0,15,0,35,1687
0.68,fit,0,16,0,34,1688
0.68,score,0,16,0,34,1689
0.76,score,0,12,0,38,1690
0.76,score,0,12,0,38,1691
0.72,score,0,14,0,36,1692
0.68,fit,0,16,0,34,1693
0.68,score,0,16,0,34,1694
0.7,score,0,15,0,35,1695
0.66,fit,0,17,0,33,1696
0.66,score,0,17,0,33,1697
0.68,fit,0,16,0,34,1698
0.68,score,0,16,0,34,1699
0.84,score,0,8,0,42,1700
0.74,score,0,13,0,37,1701
0.82,score,0,9,0,41,1702
0.78,score,0,11,0,39,1703
0.74,score,0,13,0,37,1704
0.72,score,0,14,0,36,1705
0.78,score,0,11,0,39,1706
0.68,fit,0,16,0,34,1707
0.68,score,0,16,0,34,1708
0.7,score,0,15,0,35,1709
0.66,fit,0,17,0,33,1710
0.66,score,0,17,0,33,1711
0.6,fit,0,20,0,30,1712
0.6,score,0,20,0,30,1713
0.8,score,0,10,0,40,1714
0.66,fit,0,17,0,33,1715
0.66,score,0,17,0,33,1716
0.7,score,0,15,0,35,1717
0.66,fit,0,17,0,33,1718
0.66,score,0,17,0,33,1719
0.76,score,0,12,0,38,1720
0.78,score,0,11,0,39,1721
0.78,score,0,11,0,39,1722
0.68,fit,0,16,0,34,1723
0.68,score,0,16,0,34,1724
0.76,score,0,12,0,38,1725
0.7,score,0,15,0,35,1726
0.74,score,0,13,0,37,1727
0.76,score,0,12,0,38,1728
0.7,score,0,15,0,35,1729
0.82,score,0,9,0,41,1730
0.7,score,0,15,0,35,1731
0.74,score,0,13,0,37,1732
0.78,score,0,11,0,39,1733
0.76,score,0,12,0,38,1734
0.8,score,0,10,0,40,1735
0.76,score,0,12,0,38,1736
0.74,score,0,13,0,37,1737
0.76,score,0,12,0,38,1738
0.74,score,0,13,0,37,1739
0.76,score,0,12,0,38,1740
0.58,fit,0,21,0,29,1741
0.58,score,0,21,0,29,1742
0.72,score,0,14,0,36,1743
0.68,fit,0,16,0,34,1744
0.68,score,0,16,0,34,1745
0.72,score,0,14,0,36,1746
0.72,score,0,14,0,36,1747
0.68,fit,0,16,0,34,1748
0.68,score,0,16,0,34,1749
0.82,score,0,9,0,41,1750
0.72,score,0,14,0,36,1751
0.6,fit,0,20,0,30,1752
0.6,score,0,20,0,30,1753
0.56,fit,0,22,0,28,1754
0.56,score,0,22,0,28,1755
0.68,fit,0,16,0,34,1756
0.68,score,0,16,0,34,1757
0.68,fit,0,16,0,34,1758
0.68,score,0,16,0,34,1759
0.6,fit,0,20,0,30,1760
0.6,score,0,20,0,30,1761
0.74,score,0,13,0,37,1762
0.66,fit,0,17,0,33,1763
0.66,score,0,17,0,33,1764
0.68,fit,0,16,0,34,1765
0.68,score,0,16,0,34,1766
0.68,fit,0,16,0,34,1767
0.68,score,0,16,0,34,1768
0.76,score,0,12,0,38,1769
0.48,fit,0,26,0,24,1770
0.48,score,0,26,0,24,1771
0.76,score,0,12,0,38,1772
0.7,score,0,15,0,35,1773
0.76,score,0,12,0,38,1774
0.72,score,0,14,0,36,1775
0.64,fit,0,18,0,32,1776
0.64,score,0,18,0,32,1777
0.72,score,0,14,0,36,1778
0.76,score,0,12,0,38,1779
0.66,fit,0,17,0,33,1780
0.66,score,0,17,0,33,1781
0.72,score,0,14,0,36,1782
0.78,score,0,11,0,39,1783
0.6,fit,0,20,0,30,1784
0.6,score,0,20,0,30,1785
0.66,fit,0,17,0,33,1786
0.66,score,0,17,0,33,1787
0.66,fit,0,17,0,33,1788
0.66,score,0,17,0,33,1789
0.78,score,0,11,0,39,1790
0.7,score,0,15,0,35,1791
0.66,fit,0,17,0,33,1792
0.66,score,0,17,0,33,1793
0.62,fit,0,19,0,31,1794
0.62,score,0,19,0,31,1795
0.72,score,0,14,0,36,1796
0.74,score,0,13,0,37,1797
0.66,fit,0,17,0,33,1798
0.66,score,0,17,0,33,1799
0.7,score,0,15,0,35,1800
0.78,score,0,11,0,39,1801
0.8,score,0,10,0,40,1802
0.64,fit,0,18,0,32,1803
0.64,score,0,18,0,32,1804
0.78,score,0,11,0,39,1805
0.82,score,0,9,0,41,1806
0.76,score,0,12,0,38,1807
0.68,fit,0,16,0,34,1808
0.68,score,0,16,0,34,1809
0.74,score,0,13,0,37,1810
0.78,score,0,11,0,39,1811
0.72,score,0,14,0,36,1812
0.8,score,0,10,0,40,1813
0.7,score,0,15,0,35,1814
0.66,fit,0,17,0,33,1815
0.66,score,0,17,0,33,1816
0.76,score,0,12,0,38,1817
0.8,score,0,10,0,40,1818
0.68,fit,0,16,0,34,1819
0.68,score,0,16,0,34,1820
0.86,score,0,7,0,43,1821
0.7,score,0,15,0,35,1822
0.6,fit,0,20,0,30,1823
0.6,score,0,20,0,30,1824
0.78,score,0,11,0,39,1825
0.76,score,0,12,0,38,1826
0.78,score,0,11,0,39,1827
0.78,score,0,11,0,39,1828
0.7,score,0,15,0,35,1829
0.8,score,0,10,0,40,1830
0.76,score,0,12,0,38,1831
0.8,score,0,10,0,40,1832
0.64,fit,0,18,0,32,1833
0.64,score,0,18,0,32,1834
0.74,score,0,13,0,37,1835
0.74,score,0,13,0,37,1836
0.78,score,0,11,0,39,1837
0.72,score,0,14,0,36,1838
0.76,score,0,12,0,38,1839
0.66,fit,0,17,0,33,1840
0.66,score,0,17,0,33,1841
0.66,fit,0,17,0,33,1842
0.66,score,0,17,0,33,1843
0.78,score,0,11,0,39,1844
0.72,score,0,14,0,36,1845
0.84,score,0,8,0,42,1846
0.78,score,0,11,0,39,1847
0.7,score,0,15,0,35,1848
0.76,score,0,12,0,38,1849
0.76,score,0,12,0,38,1850
0.72,score,0,14,0,36,1851
0.68,fit,0,16,0,34,1852
0.68,score,0,16,0,34,1853
0.76,score,0,12,0,38,1854
0.8,score,0,10,0,40,1855
0.72,score,0,14,0,36,1856
0.56,fit,0,22,0,28,1857
0.56,score,0,22,0,28,1858
0.82,score,0,9,0,41,1859
0.7,score,0,15,0,35,1860
0.7,score,0,15,0,35,1861
0.76,score,0,12,0,38,1862
0.66,fit,0,17,0,33,1863
0.66,score,0,17,0,33,1864
0.72,score,0,14,0,36,1865
0.78,score,0,11,0,39,1866
0.66,fit,0,17,0,33,1867
0.66,score,0,17,0,33,1868
0.7,score,0,15,0,35,1869
0.66,fit,0,17,0,33,1870
0.66,score,0,17,0,33,1871
0.78,score,0,11,0,39,1872
0.66,fit,0,17,0,33,1873
0.66,score,0,17,0,33,1874
0.64,fit,0,18,0,32,1875
0.64,score,0,18,0,32,1876
0.82,score,0,9,0,41,1877
0.78,score,0,11,0,39,1878
0.72,score,0,14,0,36,1879
0.72,score,0,14,0,36,1880
0.62,fit,0,19,0,31,1881
0.62,score,0,19,0,31,1882
0.82,score,0,9,0,41,1883
0.82,score,0,9,0,41,1884
0.74,score,0,13,0,37,1885
0.64,fit,0,18,0,32,1886
0.64,score,0,18,0,32,1887
0.72,score,0,14,0,36,1888
0.68,fit,0,16,0,34,1889
0.68,score,0,16,0,34,1890
0.62,fit,0,19,0,31,1891
0.62,score,0,19,0,31,1892
0.7,score,0,15,0,35,1893
0.76,score,0,12,0,38,1894
0.68,fit,0,16,0,34,1895
0.68,score,0,16,0,34,1896
0.78,score,0,11,0,39,1897
0.66,fit,0,17,0,33,1898
0.66,score,0,17,0,33,1899
0.8,score,0,10,0,40,1900
0.74,score,0,13,0,37,1901
0.78,score,0,11,0,39,1902
0.82,score,0,9,0,41,1903
0.78,score,0,11,0,39,1904
0.62,fit,0,19,0,31,1905
0.62,score,0,19,0,31,1906
0.76,score,0,12,0,38,1907
0.82,score,0,9,0,41,1908
0.7,score,0,15,0,35,1909
0.72,score,0,14,0,36,1910
0.78,score,0,11,0,39,1911
0.62,fit,0,19,0,31,1912
0.62,score,0,19,0,31,1913
0.7,score,0,15,0,35,1914
0.72,score,0,14,0,36,1915
0.64,fit,0,18,0,32,1916
0.64,score,0,18,0,32,1917
0.72,score,0,14,0,36,1918
0.64,fit,0,18,0,32,1919
0.64,score,0,18,0,32,1920
0.68,fit,0,16,0,34,1921
0.68,score,0,16,0,34,1922
0.84,score,0,8,0,42,1923
0.78,score,0,11,0,39,1924
0.78,score,0,11,0,39,1925
0.78,score,0,11,0,39,1926
0.8,score,0,10,0,40,1927
0.74,score,0,13,0,37,1928
0.8,score,0,10,0,40,1929
0.8,score,0,10,0,40,1930
0.68,fit,0,16,0,34,1931
0.68,score,0,16,0,34,1932
0.7,score,0,15,0,35,1933
0.62,fit,0,19,0,31,1934
0.62,score,0,19,0,31,1935
0.78,score,0,11,0,39,1936
0.76,score,0,12,0,38,1937
0.66,fit,0,17,0,33,1938
0.66,score,0,17,0,33,1939
0.8,score,0,10,0,40,1940
0.68,fit,0,16,0,34,1941
0.68,score,0,16,0,34,1942
0.66,fit,0,17,0,33,1943
0.66,score,0,17,0,33,1944
0.72,score,0,14,0,36,1945
0.68,fit,0,16,0,34,1946
0.68,score,0,16,0,34,1947
0.74,score,0,13,0,37,1948
0.7,score,0,15,0,35,1949
0.8,score,0,10,0,40,1950
0.74,score,0,13,0,37,1951
0.62,fit,0,19,0,31,1952
0.62,score,0,19,0,31,1953
0.64,fit,0,18,0,32,1954
0.64,score,0,18,0,32,1955
0.8,score,0,10,0,40,1956
0.72,score,0,14,0,36,1957
0.7,score,0,15,0,35,1958
0.76,score,0,12,0,38,1959
0.7,score,0,15,0,35,1960
0.82,score,0,9,0,41,1961
0.78,score,0,11,0,39,1962
0.58,fit,0,21,0,29,1963
0.58,score,0,21,0,29,1964
0.72,score,0,14,0,36,1965
0.62,fit,0,19,0,31,1966
0.62,score,0,19,0,31,1967
0.78,score,0,11,0,39,1968
0.62,fit,0,19,0,31,1969
0.62,score,0,19,0,31,1970
0.76,score,0,12,0,38,1971
0.82,score,0,9,0,41,1972
0.92,score,0,4,0,46,1973
0.78,score,0,11,0,39,1974
0.72,score,0,14,0,36,1975
0.64,fit,0,18,0,32,1976
0.64,score,0,18,0,32,1977
0.68,fit,0,16,0,34,1978
0.68,score,0,16,0,34,1979
0.78,score,0,11,0,39,1980
0.8,score,0,10,0,40,1981
0.76,score,0,12,0,38,1982
0.78,score,0,11,0,39,1983
0.64,fit,0,18,0,32,1984
0.64,score,0,18,0,32,1985
0.64,fit,0,18,0,32,1986
0.64,score,0,18,0,32,1987
0.74,score,0,13,0,37,1988
0.7,score,0,15,0,35,1989
0.66,fit,0,17,0,33,1990
0.66,score,0,17,0,33,1991
0.68,fit,0,16,0,34,1992
0.68,score,0,16,0,34,1993
0.78,score,0,11,0,39,1994
0.82,score,0,9,0,41,1995
0.8,score,0,10,0,40,1996
0.78,score,0,11,0,39,1997
0.76,score,0,12,0,38,1998
0.64,fit,0,18,0,32,1999
0.64,score,0,18,0,32,2000
0.74,score,0,13,0,37,2001
0.74,score,0,13,0,37,2002
0.74,score,0,13,0,37,2003
0.78,score,0,11,0,39,2004
0.72,score,0,14,0,36,2005
0.76,score,0,12,0,38,2006
0.74,score,0,13,0,37,2007
0.74,score,0,13,0,37,2008
0.72,score,0,14,0,36,2009
0.68,fit,0,16,0,34,2010
0.68,score,0,16,0,34,2011
0.84,score,0,8,0,42,2012
0.78,score,0,11,0,39,2013
0.66,fit,0,17,0,33,2014
0.66,score,0,17,0,33,2015
0.64,fit,0,18,0,32,2016
0.64,score,0,18,0,32,2017
0.74,score,0,13,0,37,2018
0.88,score,0,6,0,44,2019
0.72,score,0,14,0,36,2020
0.76,score,0,12,0,38,2021
0.74,score,0,13,0,37,2022
0.74,score,0,13,0,37,2023
0.76,score,0,12,0,38,2024
0.88,score,0,6,0,44,2025
0.7,score,0,15,0,35,2026
0.72,score,0,14,0,36,2027
0.72,score,0,14,0,36,2028
0.76,score,0,12,0,38,2029
0.74,score,0,13,0,37,2030
0.66,fit,0,17,0,33,2031
0.66,score,0,17,0,33,2032
0.76,score,0,12,0,38,2033
0.64,fit,0,18,0,32,2034
0.64,score,0,18,0,32,2035
0.74,score,0,13,0,37,2036
0.72,score,0,14,0,36,2037
0.7,score,0,15,0,35,2038
0.7,score,0,15,0,35,2039
0.74,score,0,13,0,37,2040
0.66,fit,0,17,0,33,2041
0.66,score,0,17,0,33,2042
0.7,score,0,15,0,35,2043
0.76,score,0,12,0,38,2044
0.8,score,0,10,0,40,2045
0.84,score,0,8,0,42,2046
0.66,fit,0,17,0,33,2047
0.66,score,0,17,0,33,2048
0.84,score,0,8,0,42,2049
0.76,score,0,12,0,38,2050
0.82,score,0,9,0,41,2051
0.82,score,0,9,0,41,2052
0.74,score,0,13,0,37,2053
0.72,score,0,14,0,36,2054
0.74,score,0,13,0,37,2055
0.66,fit,0,17,0,33,2056
0.66,score,0,17,0,33,2057
0.72,score,0,14,0,36,2058
0.8,score,0,10,0,40,2059
0.56,fit,0,22,0,28,2060
0.56,score,0,22,0,28,2061
0.78,score,0,11,0,39,2062
0.78,score,0,11,0,39,2063
0.8,score,0,10,0,40,2064
0.74,score,0,13,0,37,2065
0.64,fit,0,18,0,32,2066
0.64,score,0,18,0,32,2067
0.78,score,0,11,0,39,2068
0.82,score,0,9,0,41,2069
0.62,fit,0,19,0,31,2070
0.62,score,0,19,0,31,2071
0.74,score,0,13,0,37,2072
0.66,fit,0,17,0,33,2073
0.66,score,0,17,0,33,2074
0.86,score,0,7,0,43,2075
0.82,score,0,9,0,41,2076
0.84,score,0,8,0,42,2077
0.7,score,0,15,0,35,2078
0.62,fit,0,19,0,31,2079
0.62,score,0,19,0,31,2080
0.76,score,0,12,0,38,2081
0.7,score,0,15,0,35,2082
0.7,score,0,15,0,35,2083
0.76,score,0,12,0,38,2084
0.64,fit,0,18,0,32,2085
0.64,score,0,18,0,32,2086
0.74,score,0,13,0,37,2087
0.74,score,0,13,0,37,2088
0.64,fit,0,18,0,32,2089
0.64,score,0,18,0,32,2090
0.74,score,0,13,0,37,2091
0.84,score,0,8,0,42,2092
0.7,score,0,15,0,35,2093
0.72,score,0,14,0,36,2094
0.76,score,0,12,0,38,2095
0.84,score,0,8,0,42,2096
0.78,score,0,11,0,39,2097
0.84,score,0,8,0,42,2098
0.64,fit,0,18,0,32,2099
0.64,score,0,18,0,32,2100
0.76,score,0,12,0,38,2101
0.64,fit,0,18,0,32,2102
0.64,score,0,18,0,32,2103
0.68,fit,0,16,0,34,2104
0.68,score,0,16,0,34,2105
0.7,score,0,15,0,35,2106
0.82,score,0,9,0,41,2107
0.68,fit,0,16,0,34,2108
0.68,score,0,16,0,34,2109
0.62,fit,0,19,0,31,2110
0.62,score,0,19,0,31,2111
0.74,score,0,13,0,37,2112
0.84,score,0,8,0,42,2113
0.66,fit,0,17,0,33,2114
0.66,score,0,17,0,33,2115
0.78,score,0,11,0,39,2116
0.8,score,0,10,0,40,2117
0.7,score,0,15,0,35,2118
0.74,score,0,13,0,37,2119
0.68,fit,0,16,0,34,2120
0.68,score,0,16,0,34,2121
0.66,fit,0,17,0,33,2122
0.66,score,0,17,0,33,2123
0.74,score,0,13,0,37,2124
0.78,score,0,11,0,39,2125
0.76,score,0,12,0,38,2126
0.66,fit,0,17,0,33,2127
0.66,score,0,17,0,33,2128
0.76,score,0,12,0,38,2129
0.72,score,0,14,0,36,2130
0.64,fit,0,18,0,32,2131
0.64,score,0,18,0,32,2132
0.66,fit,0,17,0,33,2133
0.66,score,0,17,0,33,2134
0.74,score,0,13,0,37,2135
0.74,score,0,13,0,37,2136
0.76,score,0,12,0,38,2137
0.78,score,0,11,0,39,2138
0.76,score,0,12,0,38,2139
0.66,fit,0,17,0,33,2140
0.66,score,0,17,0,33,2141
0.8,score,0,10,0,40,2142
0.82,score,0,9,0,41,2143
0.8,score,0,10,0,40,2144
0.7,score,0,15,0,35,2145
0.74,score,0,13,0,37,2146
0.78,score,0,11,0,39,2147
0.78,score,0,11,0,39,2148
0.74,score,0,13,0,37,2149
0.7,score,0,15,0,35,2150
0.82,score,0,9,0,41,2151
0.86,score,0,7,0,43,2152
0.72,score,0,14,0,36,2153
0.68,fit,0,16,0,34,2154
0.68,score,0,16,0,34,2155
0.72,score,0,14,0,36,2156
0.68,fit,0,16,0,34,2157
0.68,score,0,16,0,34,2158
0.8,score,0,10,0,40,2159
0.82,score,0,9,0,41,2160
0.66,fit,0,17,0,33,2161
0.66,score,0,17,0,33,2162
0.74,score,0,13,0,37,2163
0.6,fit,0,20,0,30,2164
0.6,score,0,20,0,30,2165
0.74,score,0,13,0,37,2166
0.72,score,0,14,0,36,2167
0.74,score,0,13,0,37,2168
0.7,score,0,15,0,35,2169
0.74,score,0,13,0,37,2170
0.8,score,0,10,0,40,2171
0.78,score,0,11,0,39,2172
0.68,fit,0,16,0,34,2173
0.68,score,0,16,0,34,2174
0.86,score,0,7,0,43,2175
0.84,score,0,8,0,42,2176
0.78,score,0,11,0,39,2177
0.82,score,0,9,0,41,2178
0.76,score,0,12,0,38,2179
0.78,score,0,11,0,39,2180
0.78,score,0,11,0,39,2181
0.8,score,0,10,0,40,2182
0.76,score,0,12,0,38,2183
0.72,score,0,14,0,36,2184
0.72,score,0,14,0,36,2185
0.84,score,0,8,0,42,2186
0.82,score,0,9,0,41,2187
0.74,score,0,13,0,37,2188
0.82,score,0,9,0,41,2189
0.58,fit,0,21,0,29,2190
0.58,score,0,21,0,29,2191
0.8,score,0,10,0,40,2192
0.7,score,0,15,0,35,2193
0.74,score,0,13,0,37,2194
0.54,fit,0,23,0,27,2195
0.54,score,0,23,0,27,2196
0.8,score,0,10,0,40,2197
0.84,score,0,8,0,42,2198
0.74,score,0,13,0,37,2199
0.66,fit,0,17,0,33,2200
0.66,score,0,17,0,33,2201
0.72,score,0,14,0,36,2202
0.74,score,0,13,0,37,2203
0.8,score,0,10,0,40,2204
0.72,score,0,14,0,36,2205
0.72,score,0,14,0,36,2206
0.84,score,0,8,0,42,2207
0.7,score,0,15,0,35,2208
0.68,fit,0,16,0,34,2209
0.68,score,0,16,0,34,2210
0.56,fit,0,22,0,28,2211
0.56,score,0,22,0,28,2212
0.76,score,0,12,0,38,2213
0.6,fit,0,20,0,30,2214
0.6,score,0,20,0,30,2215
0.8,score,0,10,0,40,2216
0.74,score,0,13,0,37,2217
0.84,score,0,8,0,42,2218
0.82,score,0,9,0,41,2219
0.62,fit,0,19,0,31,2220
0.62,score,0,19,0,31,2221
0.62,fit,0,19,0,31,2222
0.62,score,0,19,0,31,2223
0.78,score,0,11,0,39,2224
0.74,score,0,13,0,37,2225
0.8,score,0,10,0,40,2226
0.68,fit,0,16,0,34,2227
0.68,score,0,16,0,34,2228
0.68,fit,0,16,0,34,2229
0.68,score,0,16,0,34,2230
0.76,score,0,12,0,38,2231
0.64,fit,0,18,0,32,2232
0.64,score,0,18,0,32,2233
0.78,score,0,11,0,39,2234
0.78,score,0,11,0,39,2235
0.78,score,0,11,0,39,2236
0.68,fit,0,16,0,34,2237
0.68,score,0,16,0,34,2238
0.72,score,0,14,0,36,2239
0.82,score,0,9,0,41,2240
0.74,score,0,13,0,37,2241
0.7,score,0,15,0,35,2242
0.8,score,0,10,0,40,2243
0.68,fit,0,16,0,34,2244
0.68,score,0,16,0,34,2245
0.72,score,0,14,0,36,2246
0.66,fit,0,17,0,33,2247
0.66,score,0,17,0,33,2248
0.72,score,0,14,0,36,2249
0.88,score,0,6,0,44,2250
0.76,score,0,12,0,38,2251
0.72,score,0,14,0,36,2252
0.68,fit,0,16,0,34,2253
0.68,score,0,16,0,34,2254
0.76,score,0,12,0,38,2255
0.8,score,0,10,0,40,2256
0.68,fit,0,16,0,34,2257
0.68,score,0,16,0,34,2258
0.82,score,0,9,0,41,2259
0.8,score,0,10,0,40,2260
0.7,score,0,15,0,35,2261
0.82,score,0,9,0,41,2262
0.7,score,0,15,0,35,2263
0.7,score,0,15,0,35,2264
0.74,score,0,13,0,37,2265
0.72,score,0,14,0,36,2266
0.8,score,0,10,0,40,2267
0.68,fit,0,16,0,34,2268
0.68,score,0,16,0,34,2269
0.8,score,0,10,0,40,2270
0.7,score,0,15,0,35,2271
0.7,score,0,15,0,35,2272
0.74,score,0,13,0,37,2273
0.8,score,0,10,0,40,2274
0.74,score,0,13,0,37,2275
0.7,score,0,15,0,35,2276
0.78,score,0,11,0,39,2277
0.84,score,0,8,0,42,2278
0.76,score,0,12,0,38,2279
0.76,score,0,12,0,38,2280
0.8,score,0,10,0,40,2281
0.78,score,0,11,0,39,2282
0.7,score,0,15,0,35,2283
0.7,score,0,15,0,35,2284
0.8,score,0,10,0,40,2285
0.72,score,0,14,0,36,2286
0.74,score,0,13,0,37,2287
0.78,score,1,11,0,38,2288
0.66,fit,0,17,0,33,2289
0.66,score,0,17,0,33,2290
0.7,score,0,15,0,35,2291
0.74,score,0,13,0,37,2292
0.7,score,0,15,0,35,2293
0.7,score,0,15,0,35,2294
0.6,fit,0,20,0,30,2295
0.6,score,0,20,0,30,2296
0.74,score,0,13,0,37,2297
0.58,fit,0,21,0,29,2298
0.58,score,0,21,0,29,2299
0.88,score,0,6,0,44,2300
0.74,score,0,13,0,37,2301
0.72,score,0,14,0,36,2302
0.72,score,0,14,0,36,2303
0.8,score,0,10,0,40,2304
0.82,score,0,9,0,41,2305
0.66,fit,0,17,0,33,2306
0.66,score,0,17,0,33,2307
0.76,score,0,12,0,38,2308
0.72,score,0,14,0,36,2309
0.78,score,0,11,0,39,2310
0.78,score,0,11,0,39,2311
0.76,score,0,12,0,38,2312
0.64,fit,0,18,0,32,2313
0.64,score,0,18,0,32,2314
0.66,fit,0,17,0,33,2315
0.66,score,0,17,0,33,2316
0.76,score,0,12,0,38,2317
0.74,score,0,13,0,37,2318
0.74,score,0,13,0,37,2319
0.74,score,0,13,0,37,2320
0.8,score,0,10,0,40,2321
0.76,score,0,12,0,38,2322
0.68,fit,0,16,0,34,2323
0.68,score,0,16,0,34,2324
0.76,score,0,12,0,38,2325
0.82,score,0,9,0,41,2326
0.74,score,0,13,0,37,2327
0.72,score,0,14,0,36,2328
