specialist_score,specialist_cycle,cm_true_positive,cm_false_positive,cm_false_negative,cm_true_negative,gen
0.62,fit,0,19,0,31,1518
0.62,score,0,19,0,31,1519
0.76,score,0,12,0,38,1520
0.64,fit,0,18,0,32,1521
0.64,score,0,18,0,32,1522
0.58,fit,0,21,0,29,1523
0.58,score,0,21,0,29,1524
0.68,fit,0,16,0,34,1525
0.68,score,0,16,0,34,1526
0.76,score,0,12,0,38,1527
0.68,fit,0,16,0,34,1528
0.68,score,0,16,0,34,1529
0.72,score,0,14,0,36,1530
0.66,fit,0,17,0,33,1531
0.66,score,0,17,0,33,1532
0.68,fit,0,16,0,34,1533
0.68,score,0,16,0,34,1534
0.64,fit,0,18,0,32,1535
0.64,score,0,18,0,32,1536
0.78,score,0,11,0,39,1537
0.56,fit,0,22,0,28,1538
0.56,score,0,22,0,28,1539
0.76,score,0,12,0,38,1540
0.64,fit,0,18,0,32,1541
0.64,score,0,18,0,32,1542
0.7,score,0,15,0,35,1543
0.76,score,0,12,0,38,1544
0.68,fit,0,16,0,34,1545
0.68,score,0,16,0,34,1546
0.72,score,0,14,0,36,1547
0.76,score,0,12,0,38,1548
0.64,fit,0,18,0,32,1549
0.64,score,0,18,0,32,1550
0.56,fit,0,22,0,28,1551
0.56,score,0,22,0,28,1552
0.66,fit,0,17,0,33,1553
0.66,score,0,17,0,33,1554
0.78,score,0,11,0,39,1555
0.86,score,0,7,0,43,1556
0.82,score,0,9,0,41,1557
0.72,score,0,14,0,36,1558
0.76,score,0,12,0,38,1559
0.7,score,0,15,0,35,1560
0.6,fit,0,20,0,30,1561
0.6,score,0,20,0,30,1562
0.66,fit,0,17,0,33,1563
0.66,score,0,17,0,33,1564
0.76,score,0,12,0,38,1565
0.62,fit,0,19,0,31,1566
0.62,score,0,19,0,31,1567
0.7,score,0,15,0,35,1568
0.78,score,0,11,0,39,1569
0.78,score,0,11,0,39,1570
0.78,score,0,11,0,39,1571
0.6,fit,0,20,0,30,1572
0.6,score,0,20,0,30,1573
0.76,score,0,12,0,38,1574
0.72,score,0,14,0,36,1575
0.74,score,0,13,0,37,1576
0.72,score,0,14,0,36,1577
0.7,score,0,15,0,35,1578
0.78,score,0,11,0,39,1579
0.76,score,0,12,0,38,1580
0.72,score,0,14,0,36,1581
0.78,score,0,11,0,39,1582
0.66,fit,0,17,0,33,1583
0.66,score,0,17,0,33,1584
0.7,score,0,15,0,35,1585
0.82,score,0,9,0,41,1586
0.64,fit,0,18,0,32,1587
0.64,score,0,18,0,32,1588
0.84,score,0,8,0,42,1589
0.8,score,0,10,0,40,1590
0.68,fit,0,16,0,34,1591
0.68,score,0,16,0,34,1592
0.66,fit,0,17,0,33,1593
0.66,score,0,17,0,33,1594
0.8,score,0,10,0,40,1595
0.6,fit,0,20,0,30,1596
0.6,score,0,20,0,30,1597
0.78,score,0,11,0,39,1598
0.88,score,0,6,0,44,1599
0.84,score,0,8,0,42,1600
0.68,fit,0,16,0,34,1601
0.68,score,0,16,0,34,1602
0.74,score,0,13,0,37,1603
0.76,score,0,12,0,38,1604
0.64,fit,0,18,0,32,1605
0.64,score,0,18,0,32,1606
0.64,fit,0,18,0,32,1607
0.64,score,0,18,0,32,1608
0.82,score,0,9,0,41,1609
0.7,score,0,15,0,35,1610
0.66,fit,0,17,0,33,1611
0.66,score,0,17,0,33,1612
0.76,score,0,12,0,38,1613
0.68,fit,0,16,0,34,1614
0.68,score,0,16,0,34,1615
0.8,score,0,10,0,40,1616
0.8,score,0,10,0,40,1617
0.72,score,0,14,0,36,1618
0.64,fit,0,18,0,32,1619
0.64,score,0,18,0,32,1620
0.72,score,0,14,0,36,1621
0.66,fit,0,17,0,33,1622
0.66,score,0,17,0,33,1623
0.66,fit,0,17,0,33,1624
0.66,score,0,17,0,33,1625
0.78,score,0,11,0,39,1626
0.56,fit,0,22,0,28,1627
0.56,score,0,22,0,28,1628
0.7,score,0,15,0,35,1629
0.64,fit,0,18,0,32,1630
0.64,score,0,18,0,32,1631
0.68,fit,0,16,0,34,1632
0.68,score,0,16,0,34,1633
0.72,score,0,14,0,36,1634
0.72,score,0,14,0,36,1635
0.74,score,0,13,0,37,1636
0.78,score,0,11,0,39,1637
0.74,score,0,13,0,37,1638
0.76,score,0,12,0,38,1639
0.72,score,0,14,0,36,1640
0.7,score,0,15,0,35,1641
0.66,fit,0,17,0,33,1642
0.66,score,0,17,0,33,1643
0.7,score,0,15,0,35,1644
0.74,score,0,13,0,37,1645
0.72,score,0,14,0,36,1646
0.64,fit,0,18,0,32,1647
0.64,score,0,18,0,32,1648
0.72,score,0,14,0,36,1649
0.82,score,0,9,0,41,1650
0.68,fit,0,16,0,34,1651
0.68,score,0,16,0,34,1652
0.78,score,0,11,0,39,1653
0.68,fit,0,16,0,34,1654
0.68,score,0,16,0,34,1655
0.74,score,0,13,0,37,1656
0.82,score,0,9,0,41,1657
0.76,score,0,12,0,38,1658
0.82,score,0,9,0,41,1659
0.72,score,0,14,0,36,1660
0.72,score,0,14,0,36,1661
0.66,fit,0,17,0,33,1662
0.66,score,0,17,0,33,1663
0.76,score,0,12,0,38,1664
0.7,score,0,15,0,35,1665
0.74,score,0,13,0,37,1666
0.82,score,0,9,0,41,1667
0.72,score,0,14,0,36,1668
0.82,score,0,9,0,41,1669
0.82,score,0,9,0,41,1670
0.8,score,0,10,0,40,1671
0.7,score,0,15,0,35,1672
0.68,fit,0,16,0,34,1673
0.68,score,0,16,0,34,1674
0.8,score,0,10,0,40,1675
0.86,score,0,7,0,43,1676
0.74,score,0,13,0,37,1677
0.78,score,0,11,0,39,1678
0.74,score,0,13,0,37,1679
0.78,score,0,11,0,39,1680
0.6,fit,0,20,0,30,1681
0.6,score,0,20,0,30,1682
0.74,score,0,13,0,37,1683
0.68,fit,0,16,0,34,1684
0.68,score,0,16,0,34,1685
0.72,score,0,14,0,36,1686
0.64,fit,0,18,0,32,1687
0.64,score,0,18,0,32,1688
0.72,score,0,14,0,36,1689
0.68,fit,0,16,0,34,1690
0.68,score,0,16,0,34,1691
0.76,score,0,12,0,38,1692
0.72,score,0,14,0,36,1693
0.8,score,0,10,0,40,1694
0.62,fit,0,19,0,31,1695
0.62,score,0,19,0,31,1696
0.74,score,0,13,0,37,1697
0.72,score,0,14,0,36,1698
0.74,score,0,13,0,37,1699
0.78,score,0,11,0,39,1700
0.76,score,0,12,0,38,1701
0.76,score,0,12,0,38,1702
0.72,score,0,14,0,36,1703
0.8,score,0,10,0,40,1704
0.74,score,0,13,0,37,1705
0.78,score,0,11,0,39,1706
0.66,fit,0,17,0,33,1707
0.66,score,0,17,0,33,1708
0.74,score,0,13,0,37,1709
0.76,score,0,12,0,38,1710
0.72,score,0,14,0,36,1711
0.76,score,0,12,0,38,1712
0.68,fit,0,16,0,34,1713
0.68,score,0,16,0,34,1714
0.72,score,0,14,0,36,1715
0.7,score,0,15,0,35,1716
0.74,score,0,13,0,37,1717
0.74,score,0,13,0,37,1718
0.78,score,0,11,0,39,1719
0.68,fit,0,16,0,34,1720
0.68,score,0,16,0,34,1721
0.82,score,0,9,0,41,1722
0.76,score,0,12,0,38,1723
0.72,score,0,14,0,36,1724
0.86,score,0,7,0,43,1725
0.6,fit,0,20,0,30,1726
0.6,score,0,20,0,30,1727
0.8,score,0,10,0,40,1728
0.72,score,0,14,0,36,1729
0.78,score,0,11,0,39,1730
0.76,score,0,12,0,38,1731
0.72,score,0,14,0,36,1732
0.74,score,0,13,0,37,1733
0.76,score,0,12,0,38,1734
0.78,score,0,11,0,39,1735
0.76,score,0,12,0,38,1736
0.74,score,0,13,0,37,1737
0.64,fit,0,18,0,32,1738
0.64,score,0,18,0,32,1739
0.8,score,0,10,0,40,1740
0.76,score,0,12,0,38,1741
0.7,score,0,15,0,35,1742
0.68,fit,0,16,0,34,1743
0.68,score,0,16,0,34,1744
0.8,score,0,10,0,40,1745
0.72,score,0,14,0,36,1746
0.74,score,0,13,0,37,1747
0.74,score,0,13,0,37,1748
0.76,score,0,12,0,38,1749
0.62,fit,0,19,0,31,1750
0.62,score,0,19,0,31,1751
0.72,score,0,14,0,36,1752
0.8,score,0,10,0,40,1753
0.78,score,0,11,0,39,1754
0.82,score,0,9,0,41,1755
0.66,fit,0,17,0,33,1756
0.66,score,0,17,0,33,1757
0.8,score,0,10,0,40,1758
0.72,score,0,14,0,36,1759
0.8,score,0,10,0,40,1760
0.68,fit,0,16,0,34,1761
0.68,score,0,16,0,34,1762
0.64,fit,0,18,0,32,1763
0.64,score,0,18,0,32,1764
0.7,score,0,15,0,35,1765
0.72,score,0,14,0,36,1766
0.68,fit,0,16,0,34,1767
0.68,score,0,16,0,34,1768
0.74,score,0,13,0,37,1769
0.78,score,0,11,0,39,1770
0.66,fit,0,17,0,33,1771
0.66,score,0,17,0,33,1772
0.86,score,0,7,0,43,1773
0.64,fit,0,18,0,32,1774
0.64,score,0,18,0,32,1775
0.72,score,0,14,0,36,1776
0.74,score,0,13,0,37,1777
0.66,fit,0,17,0,33,1778
0.66,score,0,17,0,33,1779
0.58,fit,0,21,0,29,1780
0.58,score,0,21,0,29,1781
0.66,fit,0,17,0,33,1782
0.66,score,0,17,0,33,1783
0.68,fit,0,16,0,34,1784
0.68,score,0,16,0,34,1785
0.72,score,0,14,0,36,1786
0.8,score,0,10,0,40,1787
0.72,score,0,14,0,36,1788
0.8,score,0,10,0,40,1789
0.66,fit,0,17,0,33,1790
0.66,score,0,17,0,33,1791
0.8,score,0,10,0,40,1792
0.72,score,0,14,0,36,1793
0.68,fit,0,16,0,34,1794
0.68,score,0,16,0,34,1795
0.78,score,0,11,0,39,1796
0.76,score,0,12,0,38,1797
0.74,score,0,13,0,37,1798
0.68,fit,0,16,0,34,1799
0.68,score,0,16,0,34,1800
0.56,fit,0,22,0,28,1801
0.56,score,0,22,0,28,1802
0.66,fit,0,17,0,33,1803
0.66,score,0,17,0,33,1804
0.64,fit,0,18,0,32,1805
0.64,score,0,18,0,32,1806
0.76,score,0,12,0,38,1807
0.72,score,0,14,0,36,1808
0.84,score,0,8,0,42,1809
0.76,score,0,12,0,38,1810
0.74,score,0,13,0,37,1811
0.68,fit,0,16,0,34,1812
0.68,score,0,16,0,34,1813
0.76,score,0,12,0,38,1814
0.82,score,0,9,0,41,1815
0.76,score,0,12,0,38,1816
0.68,fit,0,16,0,34,1817
0.68,score,0,16,0,34,1818
0.72,score,0,14,0,36,1819
0.68,fit,0,16,0,34,1820
0.68,score,0,16,0,34,1821
0.68,fit,0,16,0,34,1822
0.68,score,0,16,0,34,1823
0.64,fit,0,18,0,32,1824
0.64,score,0,18,0,32,1825
0.48,fit,0,26,0,24,1826
0.48,score,0,26,0,24,1827
0.76,score,0,12,0,38,1828
0.8,score,0,10,0,40,1829
0.72,score,0,14,0,36,1830
0.76,score,0,12,0,38,1831
0.76,score,0,12,0,38,1832
0.68,fit,0,16,0,34,1833
0.68,score,0,16,0,34,1834
0.66,fit,0,17,0,33,1835
0.66,score,0,17,0,33,1836
0.8,score,0,10,0,40,1837
0.68,fit,0,16,0,34,1838
0.68,score,0,16,0,34,1839
0.72,score,0,14,0,36,1840
0.56,fit,0,22,0,28,1841
0.56,score,0,22,0,28,1842
0.62,fit,0,19,0,31,1843
0.62,score,0,19,0,31,1844
0.72,score,0,14,0,36,1845
0.88,score,0,6,0,44,1846
0.7,score,0,15,0,35,1847
0.62,fit,0,19,0,31,1848
0.62,score,0,19,0,31,1849
0.76,score,0,12,0,38,1850
0.72,score,0,14,0,36,1851
0.66,fit,0,17,0,33,1852
0.66,score,0,17,0,33,1853
0.74,score,0,13,0,37,1854
0.72,score,0,14,0,36,1855
0.6,fit,0,20,0,30,1856
0.6,score,0,20,0,30,1857
0.6,fit,0,20,0,30,1858
0.6,score,0,20,0,30,1859
0.86,score,0,7,0,43,1860
0.86,score,0,7,0,43,1861
0.68,fit,0,16,0,34,1862
0.68,score,0,16,0,34,1863
0.66,fit,0,17,0,33,1864
0.66,score,0,17,0,33,1865
0.76,score,0,12,0,38,1866
0.58,fit,0,21,0,29,1867
0.58,score,0,21,0,29,1868
0.76,score,0,12,0,38,1869
0.7,score,0,15,0,35,1870
0.66,fit,0,17,0,33,1871
0.66,score,0,17,0,33,1872
0.74,score,0,13,0,37,1873
0.74,score,0,13,0,37,1874
0.7,score,0,15,0,35,1875
0.68,fit,0,16,0,34,1876
0.68,score,0,16,0,34,1877
0.8,score,0,10,0,40,1878
0.66,fit,0,17,0,33,1879
0.66,score,0,17,0,33,1880
0.68,fit,0,16,0,34,1881
0.68,score,0,16,0,34,1882
0.78,score,0,11,0,39,1883
0.7,score,0,15,0,35,1884
0.76,score,0,12,0,38,1885
0.82,score,0,9,0,41,1886
0.74,score,0,13,0,37,1887
0.66,fit,0,17,0,33,1888
0.66,score,0,17,0,33,1889
0.72,score,0,14,0,36,1890
0.74,score,0,13,0,37,1891
0.8,score,0,10,0,40,1892
0.68,fit,0,16,0,34,1893
0.68,score,0,16,0,34,1894
0.7,score,0,15,0,35,1895
0.76,score,0,12,0,38,1896
0.72,score,0,14,0,36,1897
0.76,score,0,12,0,38,1898
0.72,score,0,14,0,36,1899
0.72,score,0,14,0,36,1900
0.78,score,0,11,0,39,1901
0.7,score,0,15,0,35,1902
0.82,score,0,9,0,41,1903
0.7,score,0,15,0,35,1904
0.7,score,0,15,0,35,1905
0.7,score,0,15,0,35,1906
0.74,score,0,13,0,37,1907
0.78,score,0,11,0,39,1908
0.74,score,0,13,0,37,1909
0.58,fit,0,21,0,29,1910
0.58,score,0,21,0,29,1911
0.82,score,0,9,0,41,1912
0.72,score,0,14,0,36,1913
0.82,score,0,9,0,41,1914
0.66,fit,0,17,0,33,1915
0.66,score,0,17,0,33,1916
0.68,fit,0,16,0,34,1917
0.68,score,0,16,0,34,1918
0.82,score,0,9,0,41,1919
0.72,score,0,14,0,36,1920
0.74,score,0,13,0,37,1921
0.76,score,0,12,0,38,1922
0.78,score,0,11,0,39,1923
0.68,fit,0,16,0,34,1924
0.68,score,0,16,0,34,1925
0.74,score,0,13,0,37,1926
0.78,score,0,11,0,39,1927
0.64,fit,0,18,0,32,1928
0.64,score,0,18,0,32,1929
0.7,score,0,15,0,35,1930
0.86,score,0,7,0,43,1931
0.78,score,0,11,0,39,1932
0.74,score,0,13,0,37,1933
0.66,fit,0,17,0,33,1934
0.66,score,0,17,0,33,1935
0.62,fit,0,19,0,31,1936
0.62,score,0,19,0,31,1937
0.68,fit,0,16,0,34,1938
0.68,score,0,16,0,34,1939
0.76,score,0,12,0,38,1940
0.56,fit,0,22,0,28,1941
0.56,score,0,22,0,28,1942
0.62,fit,0,19,0,31,1943
0.62,score,0,19,0,31,1944
0.7,score,0,15,0,35,1945
0.7,score,0,15,0,35,1946
0.76,score,0,12,0,38,1947
0.82,score,0,9,0,41,1948
0.78,score,0,11,0,39,1949
0.8,score,0,10,0,40,1950
0.72,score,0,14,0,36,1951
0.76,score,0,12,0,38,1952
0.64,fit,0,18,0,32,1953
0.64,score,0,18,0,32,1954
0.8,score,0,10,0,40,1955
0.82,score,0,9,0,41,1956
0.76,score,0,12,0,38,1957
0.74,score,0,13,0,37,1958
0.7,score,0,15,0,35,1959
0.72,score,0,14,0,36,1960
0.78,score,0,11,0,39,1961
0.7,score,0,15,0,35,1962
0.68,fit,0,16,0,34,1963
0.68,score,0,16,0,34,1964
0.76,score,0,12,0,38,1965
0.68,fit,0,16,0,34,1966
0.68,score,0,16,0,34,1967
0.78,score,0,11,0,39,1968
0.72,score,0,14,0,36,1969
0.7,score,0,15,0,35,1970
0.76,score,0,12,0,38,1971
0.66,fit,0,17,0,33,1972
0.66,score,0,17,0,33,1973
0.62,fit,0,19,0,31,1974
0.62,score,0,19,0,31,1975
0.74,score,0,13,0,37,1976
0.82,score,0,9,0,41,1977
0.7,score,0,15,0,35,1978
0.82,score,0,9,0,41,1979
0.72,score,0,14,0,36,1980
0.72,score,0,14,0,36,1981
0.74,score,0,13,0,37,1982
0.66,fit,0,17,0,33,1983
0.66,score,0,17,0,33,1984
0.82,score,0,9,0,41,1985
0.7,score,0,15,0,35,1986
0.76,score,0,12,0,38,1987
0.72,score,0,14,0,36,1988
0.7,score,0,15,0,35,1989
0.72,score,0,14,0,36,1990
0.8,score,0,10,0,40,1991
0.72,score,0,14,0,36,1992
0.8,score,0,10,0,40,1993
0.82,score,0,9,0,41,1994
0.7,score,0,15,0,35,1995
0.78,score,0,11,0,39,1996
0.76,score,0,12,0,38,1997
0.68,fit,0,16,0,34,1998
0.68,score,0,16,0,34,1999
0.7,score,0,15,0,35,2000
0.68,fit,0,16,0,34,2001
0.68,score,0,16,0,34,2002
0.6,fit,0,20,0,30,2003
0.6,score,0,20,0,30,2004
0.76,score,0,12,0,38,2005
0.68,fit,0,16,0,34,2006
0.68,score,0,16,0,34,2007
0.82,score,0,9,0,41,2008
0.68,fit,0,16,0,34,2009
0.68,score,0,16,0,34,2010
0.68,fit,0,16,0,34,2011
0.68,score,0,16,0,34,2012
0.68,fit,0,16,0,34,2013
0.68,score,0,16,0,34,2014
0.78,score,0,11,0,39,2015
0.72,score,0,14,0,36,2016
0.74,score,0,13,0,37,2017
0.74,score,0,13,0,37,2018
0.72,score,0,14,0,36,2019
0.72,score,0,14,0,36,2020
0.84,score,0,8,0,42,2021
0.72,score,0,14,0,36,2022
0.76,score,0,12,0,38,2023
0.86,score,0,7,0,43,2024
0.74,score,0,13,0,37,2025
0.74,score,0,13,0,37,2026
0.72,score,0,14,0,36,2027
0.66,fit,0,17,0,33,2028
0.66,score,0,17,0,33,2029
0.76,score,0,12,0,38,2030
0.78,score,0,11,0,39,2031
0.68,fit,0,16,0,34,2032
0.68,score,0,16,0,34,2033
0.76,score,0,12,0,38,2034
0.78,score,0,11,0,39,2035
0.7,score,0,15,0,35,2036
0.74,score,0,13,0,37,2037
0.8,score,0,10,0,40,2038
0.78,score,0,11,0,39,2039
0.72,score,0,14,0,36,2040
0.74,score,0,13,0,37,2041
0.62,fit,0,19,0,31,2042
0.62,score,0,19,0,31,2043
0.7,score,0,15,0,35,2044
0.68,fit,0,16,0,34,2045
0.68,score,0,16,0,34,2046
0.82,score,0,9,0,41,2047
0.74,score,0,13,0,37,2048
0.66,fit,0,17,0,33,2049
0.66,score,0,17,0,33,2050
0.68,fit,0,16,0,34,2051
0.68,score,0,16,0,34,2052
0.76,score,0,12,0,38,2053
0.76,score,0,12,0,38,2054
0.6,fit,0,20,0,30,2055
0.6,score,0,20,0,30,2056
0.76,score,0,12,0,38,2057
0.88,score,0,6,0,44,2058
0.66,fit,0,17,0,33,2059
0.66,score,0,17,0,33,2060
0.66,fit,0,17,0,33,2061
0.66,score,0,17,0,33,2062
0.6,fit,0,20,0,30,2063
0.6,score,0,20,0,30,2064
0.66,fit,0,17,0,33,2065
0.66,score,0,17,0,33,2066
0.72,score,0,14,0,36,2067
0.74,score,0,13,0,37,2068
0.74,score,0,13,0,37,2069
0.58,fit,0,21,0,29,2070
0.58,score,0,21,0,29,2071
0.76,score,0,12,0,38,2072
0.74,score,0,13,0,37,2073
0.7,score,0,15,0,35,2074
0.7,score,0,15,0,35,2075
0.7,score,0,15,0,35,2076
0.74,score,0,13,0,37,2077
0.78,score,0,11,0,39,2078
0.74,score,0,13,0,37,2079
0.7,score,0,15,0,35,2080
0.7,score,0,15,0,35,2081
0.84,score,0,8,0,42,2082
0.8,score,0,10,0,40,2083
0.62,fit,0,19,0,31,2084
0.62,score,0,19,0,31,2085
0.78,score,0,11,0,39,2086
0.76,score,0,12,0,38,2087
0.76,score,0,12,0,38,2088
0.86,score,0,7,0,43,2089
0.82,score,0,9,0,41,2090
0.8,score,0,10,0,40,2091
0.78,score,0,11,0,39,2092
0.64,fit,0,18,0,32,2093
0.64,score,0,18,0,32,2094
0.66,fit,0,17,0,33,2095
0.66,score,0,17,0,33,2096
0.78,score,0,11,0,39,2097
0.76,score,0,12,0,38,2098
0.72,score,0,14,0,36,2099
0.68,fit,0,16,0,34,2100
0.68,score,0,16,0,34,2101
0.72,score,0,14,0,36,2102
0.74,score,0,13,0,37,2103
0.74,score,0,13,0,37,2104
0.82,score,0,9,0,41,2105
0.84,score,0,8,0,42,2106
0.78,score,0,11,0,39,2107
0.78,score,0,11,0,39,2108
0.74,score,0,13,0,37,2109
0.68,fit,0,16,0,34,2110
0.68,score,0,16,0,34,2111
0.72,score,0,14,0,36,2112
0.8,score,0,10,0,40,2113
0.76,score,0,12,0,38,2114
0.64,fit,0,18,0,32,2115
0.64,score,0,18,0,32,2116
0.82,score,0,9,0,41,2117
0.72,score,0,14,0,36,2118
0.76,score,0,12,0,38,2119
0.68,fit,0,16,0,34,2120
0.68,score,0,16,0,34,2121
0.8,score,0,10,0,40,2122
0.78,score,0,11,0,39,2123
0.74,score,0,13,0,37,2124
0.76,score,0,12,0,38,2125
0.84,score,0,8,0,42,2126
0.8,score,0,10,0,40,2127
0.68,fit,0,16,0,34,2128
0.68,score,0,16,0,34,2129
0.68,fit,0,16,0,34,2130
0.68,score,0,16,0,34,2131
0.84,score,0,8,0,42,2132
0.74,score,0,13,0,37,2133
0.72,score,0,14,0,36,2134
0.7,score,0,15,0,35,2135
0.78,score,0,11,0,39,2136
0.78,score,0,11,0,39,2137
0.76,score,0,12,0,38,2138
0.74,score,0,13,0,37,2139
0.7,score,0,15,0,35,2140
0.72,score,0,14,0,36,2141
0.7,score,0,15,0,35,2142
0.8,score,0,10,0,40,2143
0.76,score,0,12,0,38,2144
0.9,score,0,5,0,45,2145
0.8,score,0,10,0,40,2146
0.82,score,0,9,0,41,2147
0.82,score,0,9,0,41,2148
0.84,score,0,8,0,42,2149
0.66,fit,0,17,0,33,2150
0.66,score,0,17,0,33,2151
0.68,fit,0,16,0,34,2152
0.68,score,0,16,0,34,2153
0.7,score,0,15,0,35,2154
0.8,score,0,10,0,40,2155
0.72,score,0,14,0,36,2156
0.72,score,0,14,0,36,2157
0.8,score,0,10,0,40,2158
0.78,score,0,11,0,39,2159
0.7,score,0,15,0,35,2160
0.7,score,0,15,0,35,2161
0.76,score,0,12,0,38,2162
0.7,score,0,15,0,35,2163
0.7,score,0,15,0,35,2164
0.8,score,0,10,0,40,2165
0.82,score,0,9,0,41,2166
0.72,score,0,14,0,36,2167
0.78,score,0,11,0,39,2168
0.6,fit,0,20,0,30,2169
0.6,score,0,20,0,30,2170
0.74,score,0,13,0,37,2171
0.82,score,0,9,0,41,2172
0.7,score,0,15,0,35,2173
0.64,fit,0,18,0,32,2174
0.64,score,0,18,0,32,2175
0.68,fit,0,16,0,34,2176
0.68,score,0,16,0,34,2177
0.74,score,0,13,0,37,2178
0.78,score,0,11,0,39,2179
0.64,fit,0,18,0,32,2180
0.64,score,0,18,0,32,2181
0.72,score,0,14,0,36,2182
0.74,score,0,13,0,37,2183
0.72,score,0,14,0,36,2184
0.74,score,0,13,0,37,2185
0.76,score,0,12,0,38,2186
0.7,score,0,15,0,35,2187
0.82,score,0,9,0,41,2188
0.74,score,0,13,0,37,2189
0.72,score,0,14,0,36,2190
0.78,score,0,11,0,39,2191
0.72,score,0,14,0,36,2192
0.8,score,0,10,0,40,2193
0.88,score,0,6,0,44,2194
0.72,score,0,14,0,36,2195
0.7,score,0,15,0,35,2196
0.76,score,0,12,0,38,2197
0.62,fit,0,19,0,31,2198
0.62,score,0,19,0,31,2199
0.72,score,0,14,0,36,2200
0.66,fit,0,17,0,33,2201
0.66,score,0,17,0,33,2202
0.8,score,0,10,0,40,2203
0.74,score,0,13,0,37,2204
0.7,score,0,15,0,35,2205
0.68,fit,0,16,0,34,2206
0.68,score,0,16,0,34,2207
0.84,score,0,8,0,42,2208
0.54,fit,0,23,0,27,2209
0.54,score,0,23,0,27,2210
0.68,fit,0,16,0,34,2211
0.68,score,0,16,0,34,2212
0.8,score,0,10,0,40,2213
0.62,fit,0,19,0,31,2214
0.62,score,0,19,0,31,2215
0.84,score,0,8,0,42,2216
0.78,score,0,11,0,39,2217
0.76,score,0,12,0,38,2218
0.7,score,0,15,0,35,2219
0.82,score,0,9,0,41,2220
0.52,fit,0,24,0,26,2221
0.52,score,0,24,0,26,2222
0.8,score,0,10,0,40,2223
0.84,score,0,8,0,42,2224
0.74,score,0,13,0,37,2225
0.9,score,0,5,0,45,2226
0.8,score,0,10,0,40,2227
0.74,score,0,13,0,37,2228
0.84,score,0,8,0,42,2229
0.74,score,0,13,0,37,2230
0.72,score,0,14,0,36,2231
0.76,score,0,12,0,38,2232
0.7,score,0,15,0,35,2233
0.76,score,0,12,0,38,2234
0.68,fit,0,16,0,34,2235
0.68,score,0,16,0,34,2236
0.76,score,0,12,0,38,2237
0.64,fit,0,18,0,32,2238
0.64,score,0,18,0,32,2239
0.72,score,0,14,0,36,2240
0.8,score,0,10,0,40,2241
0.74,score,0,13,0,37,2242
0.64,fit,0,18,0,32,2243
0.64,score,0,18,0,32,2244
0.76,score,0,12,0,38,2245
0.82,score,0,9,0,41,2246
0.82,score,0,9,0,41,2247
0.78,score,0,11,0,39,2248
0.7,score,0,15,0,35,2249
0.76,score,0,12,0,38,2250
0.68,fit,0,16,0,34,2251
0.68,score,0,16,0,34,2252
0.68,fit,0,16,0,34,2253
0.68,score,0,16,0,34,2254
0.72,score,0,14,0,36,2255
0.78,score,0,11,0,39,2256
0.76,score,0,12,0,38,2257
0.74,score,0,13,0,37,2258
0.78,score,0,11,0,39,2259
0.78,score,0,11,0,39,2260
0.76,score,0,12,0,38,2261
0.76,score,0,12,0,38,2262
0.68,fit,0,16,0,34,2263
0.68,score,0,16,0,34,2264
0.8,score,0,10,0,40,2265
0.8,score,0,10,0,40,2266
0.74,score,0,13,0,37,2267
0.74,score,0,13,0,37,2268
0.74,score,0,13,0,37,2269
0.82,score,0,9,0,41,2270
0.8,score,0,10,0,40,2271
0.8,score,0,10,0,40,2272
0.72,score,0,14,0,36,2273
0.82,score,0,9,0,41,2274
0.76,score,0,12,0,38,2275
0.72,score,0,14,0,36,2276
0.78,score,0,11,0,39,2277
0.76,score,0,12,0,38,2278
0.66,fit,0,17,0,33,2279
0.66,score,0,17,0,33,2280
0.82,score,0,9,0,41,2281
0.66,fit,0,17,0,33,2282
0.66,score,0,17,0,33,2283
0.66,fit,0,17,0,33,2284
0.66,score,0,17,0,33,2285
0.62,fit,0,19,0,31,2286
0.62,score,0,19,0,31,2287
0.7,score,0,15,0,35,2288
0.82,score,0,9,0,41,2289
0.84,score,0,8,0,42,2290
0.72,score,0,14,0,36,2291
0.7,score,0,15,0,35,2292
0.7,score,0,15,0,35,2293
0.78,score,0,11,0,39,2294
0.7,score,0,15,0,35,2295
0.64,fit,0,18,0,32,2296
0.64,score,0,18,0,32,2297
0.76,score,0,12,0,38,2298
0.76,score,0,12,0,38,2299
0.72,score,0,14,0,36,2300
0.74,score,0,13,0,37,2301
0.72,score,0,14,0,36,2302
0.8,score,0,10,0,40,2303
0.68,fit,0,16,0,34,2304
0.68,score,0,16,0,34,2305
0.82,score,0,9,0,41,2306
0.72,score,0,14,0,36,2307
0.8,score,0,10,0,40,2308
0.72,score,0,14,0,36,2309
0.68,fit,0,16,0,34,2310
0.68,score,0,16,0,34,2311
0.8,score,0,10,0,40,2312
0.86,score,0,7,0,43,2313
0.82,score,0,9,0,41,2314
0.68,fit,0,16,0,34,2315
0.68,score,0,16,0,34,2316
0.72,score,0,14,0,36,2317
0.64,fit,0,18,0,32,2318
0.64,score,0,18,0,32,2319
0.72,score,0,14,0,36,2320
0.8,score,0,10,0,40,2321
0.88,score,0,6,0,44,2322
0.76,score,0,12,0,38,2323
0.7,score,0,15,0,35,2324
0.74,score,0,13,0,37,2325
0.8,score,0,10,0,40,2326
0.78,score,0,11,0,39,2327
0.76,score,0,12,0,38,2328
