specialist_score,specialist_cycle,cm_true_positive,cm_false_positive,cm_false_negative,cm_true_negative,gen
0.54,fit,23,6,17,4,941
0.54,score,23,6,17,4,942
0.52,fit,17,3,21,9,943
0.52,score,17,3,21,9,944
0.62,fit,21,3,16,10,945
0.62,score,21,3,16,10,946
0.42,fit,12,10,19,9,947
0.42,score,12,10,19,9,948
0.44,fit,16,8,20,6,949
0.44,score,16,8,20,6,950
0.48,fit,17,10,16,7,951
0.48,score,17,10,16,7,952
0.5,fit,14,9,16,11,953
0.5,score,14,9,16,11,954
0.58,fit,16,10,11,13,955
0.58,score,16,10,11,13,956
0.54,fit,15,11,12,12,957
0.54,score,15,11,12,12,958
0.5,fit,14,15,10,11,959
0.5,score,14,15,10,11,960
0.42,fit,8,13,16,13,961
0.42,score,8,13,16,13,962
0.54,fit,15,12,11,12,963
0.54,score,15,12,11,12,964
0.56,fit,15,9,13,13,965
0.56,score,15,9,13,13,966
0.62,fit,6,14,5,25,967
0.62,score,6,14,5,25,968
0.54,fit,9,12,11,18,969
0.54,score,9,12,11,18,970
0.58,fit,8,15,6,21,971
0.58,score,8,15,6,21,972
0.58,fit,9,12,9,20,973
0.58,score,9,12,9,20,974
0.56,fit,9,12,10,19,975
0.56,score,9,12,10,19,976
0.62,fit,10,13,6,21,977
0.62,score,10,13,6,21,978
0.52,fit,8,18,6,18,979
0.52,score,8,18,6,18,980
0.44,fit,2,20,8,20,981
0.44,score,2,20,8,20,982
0.48,fit,5,18,8,19,983
0.48,score,5,18,8,19,984
0.48,fit,4,20,6,20,985
0.48,score,4,20,6,20,986
0.62,fit,8,15,4,23,987
0.62,score,8,15,4,23,988
0.64,fit,11,14,4,21,989
0.64,score,11,14,4,21,990
0.68,fit,11,12,4,23,991
0.68,score,11,12,4,23,992
0.62,fit,8,14,5,23,993
0.62,score,8,14,5,23,994
0.46,fit,5,22,5,18,995
0.46,score,5,22,5,18,996
0.72,score,9,12,2,27,997
0.5,fit,1,22,3,24,998
0.5,score,1,22,3,24,999
0.58,fit,6,13,8,23,1000
0.58,score,6,13,8,23,1001
0.6,fit,7,18,2,23,1002
0.6,score,7,18,2,23,1003
0.56,fit,5,18,4,23,1004
0.56,score,5,18,4,23,1005
0.48,fit,1,21,5,23,1006
0.48,score,1,21,5,23,1007
0.5,fit,5,22,3,20,1008
0.5,score,5,22,3,20,1009
0.7,score,6,14,1,29,1010
0.5,fit,4,23,2,21,1011
0.5,score,4,23,2,21,1012
0.52,fit,3,21,3,23,1013
0.52,score,3,21,3,23,1014
0.72,score,4,12,2,32,1015
0.54,fit,1,20,3,26,1016
0.54,score,1,20,3,26,1017
0.48,fit,2,26,0,22,1018
0.48,score,2,26,0,22,1019
0.66,fit,4,16,1,29,1020
0.66,score,4,16,1,29,1021
0.68,fit,5,15,1,29,1022
0.68,score,5,15,1,29,1023
0.7,score,3,15,0,32,1024
0.62,fit,4,19,0,27,1025
0.62,score,4,19,0,27,1026
0.52,fit,1,22,2,25,1027
0.52,score,1,22,2,25,1028
0.54,fit,3,23,0,24,1029
0.54,score,3,23,0,24,1030
0.6,fit,3,18,2,27,1031
0.6,score,3,18,2,27,1032
0.66,fit,2,17,0,31,1033
0.66,score,2,17,0,31,1034
0.58,fit,5,19,2,24,1035
0.58,score,5,19,2,24,1036
0.56,fit,1,22,0,27,1037
0.56,score,1,22,0,27,1038
0.6,fit,0,20,0,30,1039
0.6,score,0,20,0,30,1040
0.4,fit,0,30,0,20,1041
0.4,score,0,30,0,20,1042
0.58,fit,0,21,0,29,1043
0.58,score,0,21,0,29,1044
0.48,fit,1,26,0,23,1045
0.48,score,1,26,0,23,1046
0.6,fit,2,20,0,28,1047
0.6,score,2,20,0,28,1048
0.62,fit,1,19,0,30,1049
0.62,score,1,19,0,30,1050
0.58,fit,3,21,0,26,1051
0.58,score,3,21,0,26,1052
0.56,fit,1,22,0,27,1053
0.56,score,1,22,0,27,1054
0.62,fit,0,18,1,31,1055
0.62,score,0,18,1,31,1056
0.56,fit,0,21,1,28,1057
0.56,score,0,21,1,28,1058
0.62,fit,1,19,0,30,1059
0.62,score,1,19,0,30,1060
0.54,fit,1,22,1,26,1061
0.54,score,1,22,1,26,1062
0.44,fit,0,28,0,22,1063
0.44,score,0,28,0,22,1064
0.62,fit,0,19,0,31,1065
0.62,score,0,19,0,31,1066
0.68,fit,0,15,1,34,1067
0.68,score,0,15,1,34,1068
0.66,fit,0,15,2,33,1069
0.66,score,0,15,2,33,1070
0.58,fit,0,21,0,29,1071
0.58,score,0,21,0,29,1072
0.54,fit,0,23,0,27,1073
0.54,score,0,23,0,27,1074
0.56,fit,0,22,0,28,1075
0.56,score,0,22,0,28,1076
0.52,fit,0,24,0,26,1077
0.52,score,0,24,0,26,1078
0.6,fit,0,20,0,30,1079
0.6,score,0,20,0,30,1080
0.6,fit,0,20,0,30,1081
0.6,score,0,20,0,30,1082
0.52,fit,0,24,0,26,1083
0.52,score,0,24,0,26,1084
0.34,fit,0,33,0,17,1085
0.34,score,0,33,0,17,1086
0.54,fit,0,23,0,27,1087
0.54,score,0,23,0,27,1088
0.6,fit,0,20,0,30,1089
0.6,score,0,20,0,30,1090
0.58,fit,0,21,0,29,1091
0.58,score,0,21,0,29,1092
0.66,fit,0,17,0,33,1093
0.66,score,0,17,0,33,1094
0.58,fit,0,21,0,29,1095
0.58,score,0,21,0,29,1096
0.5,fit,0,25,0,25,1097
0.5,score,0,25,0,25,1098
0.66,fit,0,17,0,33,1099
0.66,score,0,17,0,33,1100
0.62,fit,0,19,0,31,1101
0.62,score,0,19,0,31,1102
0.52,fit,0,24,0,26,1103
0.52,score,0,24,0,26,1104
0.56,fit,0,22,0,28,1105
0.56,score,0,22,0,28,1106
0.58,fit,0,21,0,29,1107
0.58,score,0,21,0,29,1108
0.64,fit,0,18,0,32,1109
0.64,score,0,18,0,32,1110
0.6,fit,0,20,0,30,1111
0.6,score,0,20,0,30,1112
0.66,fit,0,17,0,33,1113
0.66,score,0,17,0,33,1114
0.7,score,0,15,0,35,1115
0.6,fit,0,20,0,30,1116
0.6,score,0,20,0,30,1117
0.58,fit,0,21,0,29,1118
0.58,score,0,21,0,29,1119
0.6,fit,0,20,0,30,1120
0.6,score,0,20,0,30,1121
0.58,fit,0,21,0,29,1122
0.58,score,0,21,0,29,1123
0.58,fit,0,21,0,29,1124
0.58,score,0,21,0,29,1125
0.62,fit,0,19,0,31,1126
0.62,score,0,19,0,31,1127
0.6,fit,0,20,0,30,1128
0.6,score,0,20,0,30,1129
0.64,fit,0,18,0,32,1130
0.64,score,0,18,0,32,1131
0.72,score,0,14,0,36,1132
0.52,fit,0,24,0,26,1133
0.52,score,0,24,0,26,1134
0.62,fit,0,19,0,31,1135
0.62,score,0,19,0,31,1136
0.64,fit,0,18,0,32,1137
0.64,score,0,18,0,32,1138
0.56,fit,0,22,0,28,1139
0.56,score,0,22,0,28,1140
0.58,fit,0,21,0,29,1141
0.58,score,0,21,0,29,1142
0.64,fit,0,18,0,32,1143
0.64,score,0,18,0,32,1144
0.62,fit,0,19,0,31,1145
0.62,score,0,19,0,31,1146
0.76,score,0,12,0,38,1147
0.48,fit,0,26,0,24,1148
0.48,score,0,26,0,24,1149
0.46,fit,0,27,0,23,1150
0.46,score,0,27,0,23,1151
0.64,fit,0,18,0,32,1152
0.64,score,0,18,0,32,1153
0.68,fit,0,16,0,34,1154
0.68,score,0,16,0,34,1155
0.7,score,0,15,0,35,1156
0.58,fit,0,21,0,29,1157
0.58,score,0,21,0,29,1158
0.72,score,0,14,0,36,1159
0.62,fit,0,19,0,31,1160
0.62,score,0,19,0,31,1161
0.56,fit,0,22,0,28,1162
0.56,score,0,22,0,28,1163
0.54,fit,0,23,0,27,1164
0.54,score,0,23,0,27,1165
0.56,fit,0,22,0,28,1166
0.56,score,0,22,0,28,1167
0.62,fit,0,19,0,31,1168
0.62,score,0,19,0,31,1169
0.7,score,0,15,0,35,1170
0.62,fit,0,19,0,31,1171
0.62,score,0,19,0,31,1172
0.62,fit,0,19,0,31,1173
0.62,score,0,19,0,31,1174
0.64,fit,0,18,0,32,1175
0.64,score,0,18,0,32,1176
0.64,fit,0,18,0,32,1177
0.64,score,0,18,0,32,1178
0.64,fit,0,18,0,32,1179
0.64,score,0,18,0,32,1180
0.76,score,0,12,0,38,1181
0.72,score,0,14,0,36,1182
0.68,fit,0,16,0,34,1183
0.68,score,0,16,0,34,1184
0.58,fit,0,21,0,29,1185
0.58,score,0,21,0,29,1186
0.66,fit,0,17,0,33,1187
0.66,score,0,17,0,33,1188
0.64,fit,0,18,0,32,1189
0.64,score,0,18,0,32,1190
0.64,fit,0,18,0,32,1191
0.64,score,0,18,0,32,1192
0.64,fit,0,18,0,32,1193
0.64,score,0,18,0,32,1194
0.58,fit,0,21,0,29,1195
0.58,score,0,21,0,29,1196
0.68,fit,0,16,0,34,1197
0.68,score,0,16,0,34,1198
0.68,fit,0,16,0,34,1199
0.68,score,0,16,0,34,1200
0.66,fit,0,17,0,33,1201
0.66,score,0,17,0,33,1202
0.66,fit,0,17,0,33,1203
0.66,score,0,17,0,33,1204
0.58,fit,0,21,0,29,1205
0.58,score,0,21,0,29,1206
0.66,fit,0,17,0,33,1207
0.66,score,0,17,0,33,1208
0.52,fit,0,24,0,26,1209
0.52,score,0,24,0,26,1210
0.62,fit,0,19,0,31,1211
0.62,score,0,19,0,31,1212
0.66,fit,0,17,0,33,1213
0.66,score,0,17,0,33,1214
0.78,score,0,11,0,39,1215
0.6,fit,0,20,0,30,1216
0.6,score,0,20,0,30,1217
0.7,score,0,15,0,35,1218
0.74,score,0,13,0,37,1219
0.62,fit,0,19,0,31,1220
0.62,score,0,19,0,31,1221
0.6,fit,0,20,0,30,1222
0.6,score,0,20,0,30,1223
0.74,score,0,13,0,37,1224
0.52,fit,0,24,0,26,1225
0.52,score,0,24,0,26,1226
0.56,fit,0,22,0,28,1227
0.56,score,0,22,0,28,1228
0.7,score,0,15,0,35,1229
0.66,fit,0,17,0,33,1230
0.66,score,0,17,0,33,1231
0.56,fit,0,22,0,28,1232
0.56,score,0,22,0,28,1233
0.74,score,0,13,0,37,1234
0.72,score,0,14,0,36,1235
0.7,score,0,15,0,35,1236
0.7,score,0,15,0,35,1237
0.64,fit,0,18,0,32,1238
0.64,score,0,18,0,32,1239
0.6,fit,0,20,0,30,1240
0.6,score,0,20,0,30,1241
0.68,fit,0,16,0,34,1242
0.68,score,0,16,0,34,1243
0.72,score,0,14,0,36,1244
0.7,score,0,15,0,35,1245
0.62,fit,0,19,0,31,1246
0.62,score,0,19,0,31,1247
0.66,fit,0,17,0,33,1248
0.66,score,0,17,0,33,1249
0.72,score,0,14,0,36,1250
0.6,fit,0,20,0,30,1251
0.6,score,0,20,0,30,1252
0.8,score,0,10,0,40,1253
0.6,fit,0,20,0,30,1254
0.6,score,0,20,0,30,1255
0.64,fit,0,18,0,32,1256
0.64,score,0,18,0,32,1257
0.72,score,0,14,0,36,1258
0.6,fit,0,20,0,30,1259
0.6,score,0,20,0,30,1260
0.5,fit,0,25,0,25,1261
0.5,score,0,25,0,25,1262
0.56,fit,0,22,0,28,1263
0.56,score,0,22,0,28,1264
0.62,fit,0,19,0,31,1265
0.62,score,0,19,0,31,1266
0.68,fit,0,16,0,34,1267
0.68,score,0,16,0,34,1268
0.62,fit,0,19,0,31,1269
0.62,score,0,19,0,31,1270
0.72,score,0,14,0,36,1271
0.64,fit,0,18,0,32,1272
0.64,score,0,18,0,32,1273
0.66,fit,0,17,0,33,1274
0.66,score,0,17,0,33,1275
0.74,score,0,13,0,37,1276
0.62,fit,0,19,0,31,1277
0.62,score,0,19,0,31,1278
0.6,fit,0,20,0,30,1279
0.6,score,0,20,0,30,1280
0.68,fit,0,16,0,34,1281
0.68,score,0,16,0,34,1282
0.72,score,0,14,0,36,1283
0.72,score,0,14,0,36,1284
0.72,score,0,14,0,36,1285
0.6,fit,0,20,0,30,1286
0.6,score,0,20,0,30,1287
0.66,fit,0,17,0,33,1288
0.66,score,0,17,0,33,1289
0.62,fit,0,19,0,31,1290
0.62,score,0,19,0,31,1291
0.54,fit,0,23,0,27,1292
0.54,score,0,23,0,27,1293
0.78,score,0,11,0,39,1294
0.62,fit,0,19,0,31,1295
0.62,score,0,19,0,31,1296
0.7,score,0,15,0,35,1297
0.7,score,0,15,0,35,1298
0.68,fit,0,16,0,34,1299
0.68,score,0,16,0,34,1300
0.64,fit,0,18,0,32,1301
0.64,score,0,18,0,32,1302
0.64,fit,0,18,0,32,1303
0.64,score,0,18,0,32,1304
0.64,fit,0,18,0,32,1305
0.64,score,0,18,0,32,1306
0.68,fit,0,16,0,34,1307
0.68,score,0,16,0,34,1308
0.54,fit,0,23,0,27,1309
0.54,score,0,23,0,27,1310
0.58,fit,0,21,0,29,1311
0.58,score,0,21,0,29,1312
0.78,score,0,11,0,39,1313
0.58,fit,0,21,0,29,1314
0.58,score,0,21,0,29,1315
0.76,score,0,12,0,38,1316
0.62,fit,0,19,0,31,1317
0.62,score,0,19,0,31,1318
0.8,score,0,10,0,40,1319
0.74,score,0,13,0,37,1320
0.72,score,0,14,0,36,1321
0.68,fit,0,16,0,34,1322
0.68,score,0,16,0,34,1323
0.78,score,0,11,0,39,1324
0.76,score,0,12,0,38,1325
0.6,fit,0,20,0,30,1326
0.6,score,0,20,0,30,1327
0.78,score,0,11,0,39,1328
0.7,score,0,15,0,35,1329
0.76,score,0,12,0,38,1330
0.78,score,0,11,0,39,1331
0.64,fit,0,18,0,32,1332
0.64,score,0,18,0,32,1333
0.72,score,0,14,0,36,1334
0.64,fit,0,18,0,32,1335
0.64,score,0,18,0,32,1336
0.6,fit,0,20,0,30,1337
0.6,score,0,20,0,30,1338
0.76,score,0,12,0,38,1339
0.64,fit,0,18,0,32,1340
0.64,score,0,18,0,32,1341
0.56,fit,0,22,0,28,1342
0.56,score,0,22,0,28,1343
0.76,score,0,12,0,38,1344
0.64,fit,0,18,0,32,1345
0.64,score,0,18,0,32,1346
0.82,score,0,9,0,41,1347
0.56,fit,0,22,0,28,1348
0.56,score,0,22,0,28,1349
0.66,fit,0,17,0,33,1350
0.66,score,0,17,0,33,1351
0.72,score,0,14,0,36,1352
0.56,fit,0,22,0,28,1353
0.56,score,0,22,0,28,1354
0.68,fit,0,16,0,34,1355
0.68,score,0,16,0,34,1356
0.76,score,0,12,0,38,1357
0.74,score,0,13,0,37,1358
0.7,score,0,15,0,35,1359
0.68,fit,0,16,0,34,1360
0.68,score,0,16,0,34,1361
0.6,fit,0,20,0,30,1362
0.6,score,0,20,0,30,1363
0.66,fit,0,17,0,33,1364
0.66,score,0,17,0,33,1365
0.82,score,0,9,0,41,1366
0.68,fit,0,16,0,34,1367
0.68,score,0,16,0,34,1368
0.7,score,0,15,0,35,1369
0.8,score,0,10,0,40,1370
0.66,fit,0,17,0,33,1371
0.66,score,0,17,0,33,1372
0.64,fit,0,18,0,32,1373
0.64,score,0,18,0,32,1374
0.8,score,0,10,0,40,1375
0.78,score,0,11,0,39,1376
0.82,score,0,9,0,41,1377
0.66,fit,0,17,0,33,1378
0.66,score,0,17,0,33,1379
0.72,score,0,14,0,36,1380
0.8,score,0,10,0,40,1381
0.76,score,0,12,0,38,1382
0.6,fit,0,20,0,30,1383
0.6,score,0,20,0,30,1384
0.7,score,0,15,0,35,1385
0.78,score,0,11,0,39,1386
0.68,fit,0,16,0,34,1387
0.68,score,0,16,0,34,1388
0.76,score,0,12,0,38,1389
0.68,fit,0,16,0,34,1390
0.68,score,0,16,0,34,1391
0.76,score,0,12,0,38,1392
0.78,score,0,11,0,39,1393
0.58,fit,0,21,0,29,1394
0.58,score,0,21,0,29,1395
0.66,fit,0,17,0,33,1396
0.66,score,0,17,0,33,1397
0.72,score,0,14,0,36,1398
0.64,fit,0,18,0,32,1399
0.64,score,0,18,0,32,1400
0.7,score,0,15,0,35,1401
0.66,fit,0,17,0,33,1402
0.66,score,0,17,0,33,1403
0.46,fit,0,27,0,23,1404
0.46,score,0,27,0,23,1405
0.68,fit,0,16,0,34,1406
0.68,score,0,16,0,34,1407
0.62,fit,0,19,0,31,1408
0.62,score,0,19,0,31,1409
0.64,fit,0,18,0,32,1410
0.64,score,0,18,0,32,1411
0.66,fit,0,17,0,33,1412
0.66,score,0,17,0,33,1413
0.76,score,0,12,0,38,1414
0.76,score,0,12,0,38,1415
0.58,fit,0,21,0,29,1416
0.58,score,0,21,0,29,1417
0.54,fit,0,23,0,27,1418
0.54,score,0,23,0,27,1419
0.72,score,0,14,0,36,1420
0.68,fit,0,16,0,34,1421
0.68,score,0,16,0,34,1422
0.78,score,0,11,0,39,1423
0.62,fit,0,19,0,31,1424
0.62,score,0,19,0,31,1425
0.7,score,0,15,0,35,1426
0.78,score,0,11,0,39,1427
0.74,score,0,13,0,37,1428
0.7,score,0,15,0,35,1429
0.66,fit,0,17,0,33,1430
0.66,score,0,17,0,33,1431
0.72,score,0,14,0,36,1432
0.78,score,0,11,0,39,1433
0.64,fit,0,18,0,32,1434
0.64,score,0,18,0,32,1435
0.74,score,0,13,0,37,1436
0.6,fit,0,20,0,30,1437
0.6,score,0,20,0,30,1438
0.7,score,0,15,0,35,1439
0.68,fit,0,16,0,34,1440
0.68,score,0,16,0,34,1441
0.64,fit,0,18,0,32,1442
0.64,score,0,18,0,32,1443
0.72,score,0,14,0,36,1444
0.74,score,0,13,0,37,1445
0.56,fit,0,22,0,28,1446
0.56,score,0,22,0,28,1447
0.68,fit,0,16,0,34,1448
0.68,score,0,16,0,34,1449
0.66,fit,0,17,0,33,1450
0.66,score,0,17,0,33,1451
0.6,fit,0,20,0,30,1452
0.6,score,0,20,0,30,1453
0.62,fit,0,19,0,31,1454
0.62,score,0,19,0,31,1455
0.72,score,0,14,0,36,1456
0.66,fit,0,17,0,33,1457
0.66,score,0,17,0,33,1458
0.7,score,0,15,0,35,1459
0.56,fit,0,22,0,28,1460
0.56,score,0,22,0,28,1461
0.66,fit,0,17,0,33,1462
0.66,score,0,17,0,33,1463
0.7,score,0,15,0,35,1464
0.68,fit,0,16,0,34,1465
0.68,score,0,16,0,34,1466
0.68,fit,0,16,0,34,1467
0.68,score,0,16,0,34,1468
0.72,score,0,14,0,36,1469
0.54,fit,0,23,0,27,1470
0.54,score,0,23,0,27,1471
0.78,score,0,11,0,39,1472
0.64,fit,0,18,0,32,1473
0.64,score,0,18,0,32,1474
0.62,fit,0,19,0,31,1475
0.62,score,0,19,0,31,1476
0.72,score,0,14,0,36,1477
0.76,score,0,12,0,38,1478
0.72,score,0,14,0,36,1479
0.72,score,0,14,0,36,1480
0.64,fit,0,18,0,32,1481
0.64,score,0,18,0,32,1482
0.58,fit,0,21,0,29,1483
0.58,score,0,21,0,29,1484
0.74,score,0,13,0,37,1485
0.8,score,0,10,0,40,1486
0.7,score,0,15,0,35,1487
0.76,score,0,12,0,38,1488
0.82,score,0,9,0,41,1489
0.74,score,0,13,0,37,1490
0.72,score,0,14,0,36,1491
0.58,fit,0,21,0,29,1492
0.58,score,0,21,0,29,1493
0.72,score,0,14,0,36,1494
0.66,fit,0,17,0,33,1495
0.66,score,0,17,0,33,1496
0.64,fit,0,18,0,32,1497
0.64,score,0,18,0,32,1498
0.72,score,0,14,0,36,1499
0.8,score,0,10,0,40,1500
0.6,fit,0,20,0,30,1501
0.6,score,0,20,0,30,1502
0.74,score,0,13,0,37,1503
0.66,fit,0,17,0,33,1504
0.66,score,0,17,0,33,1505
0.64,fit,0,18,0,32,1506
0.64,score,0,18,0,32,1507
0.8,score,0,10,0,40,1508
0.74,score,0,13,0,37,1509
0.78,score,0,11,0,39,1510
0.78,score,0,11,0,39,1511
0.76,score,0,12,0,38,1512
0.7,score,0,15,0,35,1513
0.56,fit,0,22,0,28,1514
