specialist_score,specialist_cycle,cm_true_positive,cm_false_positive,cm_false_negative,cm_true_negative,gen
0.64,score,0,9,0,16,2929
0.64,fit,0,9,0,16,2930
0.64,score,0,9,0,16,2931
0.8,score,1,5,0,19,2932
0.8,score,1,5,0,19,2933
0.76,score,0,6,0,19,2934
0.76,score,0,6,0,19,2935
0.76,score,0,6,0,19,2936
0.8,score,2,5,0,18,2937
0.84,score,0,4,0,21,2938
0.68,fit,0,8,0,17,2939
0.68,score,0,8,0,17,2940
0.76,score,0,6,0,19,2941
0.72,score,0,7,0,18,2942
0.88,score,0,3,0,22,2943
0.72,score,2,7,0,16,2944
0.84,score,1,4,0,20,2945
0.76,score,3,6,0,16,2946
0.64,fit,0,9,0,16,2947
0.64,score,0,9,0,16,2948
0.76,score,0,6,0,19,2949
0.72,score,0,7,0,18,2950
0.8,score,0,5,0,20,2951
0.72,score,0,7,0,18,2952
0.68,fit,0,8,0,17,2953
0.68,score,0,8,0,17,2954
0.72,score,0,7,0,18,2955
0.68,fit,0,8,0,17,2956
0.68,score,0,8,0,17,2957
0.76,score,0,6,0,19,2958
0.84,score,1,4,0,20,2959
0.72,score,2,7,0,16,2960
0.76,score,0,6,0,19,2961
0.8,score,0,5,0,20,2962
0.8,score,0,5,0,20,2963
0.6,fit,0,10,0,15,2964
0.6,score,0,10,0,15,2965
0.8,score,0,5,0,20,2966
0.88,score,2,3,0,20,2967
0.84,score,1,4,0,20,2968
0.88,score,1,3,0,21,2969
0.76,score,0,6,0,19,2970
0.76,score,1,6,0,18,2971
0.76,score,0,6,0,19,2972
0.84,score,0,4,0,21,2973
0.76,score,1,6,0,18,2974
0.8,score,0,5,0,20,2975
0.92,score,1,2,0,22,2976
0.88,score,2,3,0,20,2977
0.76,score,0,6,0,19,2978
0.84,score,0,4,0,21,2979
0.72,score,1,7,0,17,2980
0.76,score,1,6,0,18,2981
0.76,score,0,6,0,19,2982
0.68,fit,2,8,0,15,2983
0.68,score,2,8,0,15,2984
0.68,fit,0,8,0,17,2985
0.68,score,0,8,0,17,2986
0.8,score,1,5,0,19,2987
0.52,fit,0,12,0,13,2988
0.52,score,0,12,0,13,2989
0.76,score,0,6,0,19,2990
0.72,score,0,7,0,18,2991
0.72,score,0,7,0,18,2992
0.88,score,0,3,0,22,2993
0.8,score,0,5,0,20,2994
0.72,score,1,7,0,17,2995
0.8,score,0,5,0,20,2996
0.72,score,3,7,0,15,2997
0.72,score,2,7,0,16,2998
0.76,score,0,6,0,19,2999
0.72,score,0,7,0,18,3000
0.92,score,0,2,0,23,3001
0.76,score,1,6,0,18,3002
0.64,fit,1,9,0,15,3003
0.64,score,1,9,0,15,3004
0.68,fit,0,8,0,17,3005
0.68,score,0,8,0,17,3006
0.72,score,0,7,0,18,3007
0.8,score,1,5,0,19,3008
0.84,score,0,4,0,21,3009
0.72,score,0,7,0,18,3010
0.56,fit,0,11,0,14,3011
0.56,score,0,11,0,14,3012
0.88,score,1,3,0,21,3013
0.76,score,0,6,0,19,3014
0.72,score,1,7,0,17,3015
0.84,score,1,4,0,20,3016
0.72,score,0,7,0,18,3017
0.8,score,0,5,0,20,3018
0.6,fit,0,10,0,15,3019
0.6,score,0,10,0,15,3020
0.76,score,1,6,0,18,3021
0.76,score,1,6,0,18,3022
0.84,score,0,4,0,21,3023
0.76,score,0,6,0,19,3024
0.68,fit,0,8,0,17,3025
0.68,score,0,8,0,17,3026
0.84,score,2,4,0,19,3027
0.76,score,0,6,0,19,3028
0.72,score,0,7,0,18,3029
0.92,score,0,2,0,23,3030
0.72,score,1,7,0,17,3031
0.76,score,0,6,0,19,3032
0.8,score,2,5,0,18,3033
0.88,score,0,3,0,22,3034
0.88,score,1,3,0,21,3035
0.84,score,0,4,0,21,3036
0.8,score,0,5,0,20,3037
0.76,score,1,6,0,18,3038
0.72,score,2,7,0,16,3039
0.68,fit,0,8,0,17,3040
0.68,score,0,8,0,17,3041
0.76,score,0,6,0,19,3042
0.72,score,1,7,0,17,3043
0.76,score,1,6,0,18,3044
0.84,score,1,4,0,20,3045
0.68,fit,0,8,0,17,3046
0.68,score,0,8,0,17,3047
0.84,score,0,4,0,21,3048
0.88,score,0,3,0,22,3049
0.72,score,0,7,0,18,3050
0.64,fit,0,9,0,16,3051
0.64,score,0,9,0,16,3052
0.92,score,0,2,0,23,3053
0.76,score,1,6,0,18,3054
0.84,score,0,4,0,21,3055
0.8,score,1,5,0,19,3056
0.8,score,0,5,0,20,3057
0.8,score,1,5,0,19,3058
0.84,score,1,4,0,20,3059
0.72,score,0,7,0,18,3060
0.88,score,2,3,0,20,3061
0.72,score,0,7,0,18,3062
0.76,score,0,6,0,19,3063
0.96,score,0,1,0,24,3064
0.8,score,2,5,0,18,3065
0.88,score,0,3,0,22,3066
0.84,score,0,4,0,21,3067
0.76,score,0,6,0,19,3068
0.76,score,2,6,0,17,3069
0.76,score,0,6,0,19,3070
0.64,fit,1,9,0,15,3071
0.64,score,1,9,0,15,3072
0.64,fit,0,9,0,16,3073
0.64,score,0,9,0,16,3074
0.76,score,0,6,0,19,3075
0.84,score,1,4,0,20,3076
0.84,score,1,4,0,20,3077
0.72,score,1,7,0,17,3078
0.68,fit,0,8,0,17,3079
0.68,score,0,8,0,17,3080
0.68,fit,1,8,0,16,3081
0.68,score,1,8,0,16,3082
0.64,fit,0,9,0,16,3083
0.64,score,0,9,0,16,3084
0.84,score,1,4,0,20,3085
0.68,fit,1,8,0,16,3086
0.68,score,1,8,0,16,3087
0.72,score,0,7,0,18,3088
0.92,score,2,2,0,21,3089
0.64,fit,0,9,0,16,3090
0.64,score,0,9,0,16,3091
0.76,score,2,6,0,17,3092
0.84,score,1,4,0,20,3093
0.8,score,1,5,0,19,3094
0.8,score,0,5,0,20,3095
0.76,score,1,6,0,18,3096
0.72,score,0,7,0,18,3097
0.72,score,1,7,0,17,3098
0.8,score,0,5,0,20,3099
0.76,score,2,6,0,17,3100
0.76,score,0,6,0,19,3101
0.8,score,1,5,0,19,3102
0.72,score,1,7,0,17,3103
0.84,score,2,4,0,19,3104
0.68,fit,0,8,0,17,3105
0.68,score,0,8,0,17,3106
0.76,score,1,6,0,18,3107
0.6,fit,1,10,0,14,3108
0.6,score,1,10,0,14,3109
0.68,fit,1,8,0,16,3110
0.68,score,1,8,0,16,3111
0.84,score,0,4,0,21,3112
0.8,score,1,5,0,19,3113
0.68,fit,1,8,0,16,3114
0.68,score,1,8,0,16,3115
0.8,score,0,5,0,20,3116
0.84,score,0,4,0,21,3117
0.6,fit,0,10,0,15,3118
0.6,score,0,10,0,15,3119
0.8,score,0,5,0,20,3120
0.72,score,0,7,0,18,3121
0.84,score,1,4,0,20,3122
0.84,score,1,4,0,20,3123
0.76,score,0,6,0,19,3124
0.72,score,0,7,0,18,3125
0.76,score,0,6,0,19,3126
0.76,score,1,6,0,18,3127
0.8,score,0,5,0,20,3128
0.8,score,0,5,0,20,3129
0.72,score,0,7,0,18,3130
0.84,score,1,4,0,20,3131
0.76,score,1,6,0,18,3132
0.68,fit,1,8,0,16,3133
0.68,score,1,8,0,16,3134
0.8,score,1,5,0,19,3135
0.88,score,0,3,0,22,3136
0.92,score,0,2,0,23,3137
0.8,score,3,5,0,17,3138
0.8,score,1,5,0,19,3139
0.76,score,1,6,0,18,3140
0.92,score,1,2,0,22,3141
0.84,score,2,4,0,19,3142
0.76,score,0,6,0,19,3143
1.0,score,1,0,0,0,3144
0.76,score,0,6,0,19,3145
0.72,score,2,7,0,16,3146
0.68,fit,1,8,0,16,3147
0.68,score,1,8,0,16,3148
0.76,score,0,6,0,19,3149
0.8,score,0,5,0,20,3150
0.88,score,3,3,0,19,3151
0.92,score,0,2,0,23,3152
0.72,score,1,7,0,17,3153
0.68,fit,1,8,0,16,3154
0.68,score,1,8,0,16,3155
0.56,fit,0,11,0,14,3156
0.56,score,0,11,0,14,3157
0.76,score,0,6,0,19,3158
0.72,score,1,7,0,17,3159
0.72,score,0,7,0,18,3160
0.88,score,2,3,0,20,3161
0.84,score,2,4,0,19,3162
0.76,score,0,6,0,19,3163
0.68,fit,1,8,0,16,3164
0.68,score,1,8,0,16,3165
0.6,fit,1,10,0,14,3166
0.6,score,1,10,0,14,3167
0.84,score,0,4,0,21,3168
0.64,fit,0,9,0,16,3169
0.64,score,0,9,0,16,3170
0.68,fit,1,8,0,16,3171
0.68,score,1,8,0,16,3172
0.84,score,2,4,0,19,3173
0.76,score,1,6,0,18,3174
0.88,score,0,3,0,22,3175
0.68,fit,2,8,0,15,3176
0.68,score,2,8,0,15,3177
0.76,score,1,6,0,18,3178
0.92,score,1,2,0,22,3179
0.8,score,2,5,0,18,3180
0.76,score,0,6,0,19,3181
0.72,score,0,7,0,18,3182
0.8,score,1,5,0,19,3183
0.56,fit,1,11,0,13,3184
0.56,score,1,11,0,13,3185
0.64,fit,1,9,0,15,3186
0.64,score,1,9,0,15,3187
0.8,score,0,5,0,20,3188
0.76,score,1,6,0,18,3189
0.84,score,3,4,0,18,3190
0.76,score,2,6,0,17,3191
0.64,fit,1,9,0,15,3192
0.64,score,1,9,0,15,3193
0.76,score,1,6,0,18,3194
0.84,score,1,4,0,20,3195
0.84,score,1,4,0,20,3196
0.76,score,0,6,0,19,3197
0.6,fit,2,10,0,13,3198
0.6,score,2,10,0,13,3199
0.84,score,1,4,0,20,3200
0.8,score,0,5,0,20,3201
0.64,fit,1,9,0,15,3202
0.64,score,1,9,0,15,3203
0.68,fit,1,8,0,16,3204
0.68,score,1,8,0,16,3205
0.72,score,2,7,0,16,3206
0.76,score,1,6,0,18,3207
0.8,score,0,5,0,20,3208
0.8,score,0,5,0,20,3209
0.76,score,1,6,0,18,3210
0.72,score,0,7,0,18,3211
0.8,score,1,5,0,19,3212
0.64,fit,0,9,0,16,3213
0.64,score,0,9,0,16,3214
0.8,score,1,5,0,19,3215
0.92,score,1,2,0,22,3216
0.8,score,0,5,0,20,3217
0.64,fit,1,9,0,15,3218
0.64,score,1,9,0,15,3219
0.8,score,3,5,0,17,3220
0.64,fit,0,9,0,16,3221
0.64,score,0,9,0,16,3222
0.72,score,0,7,0,18,3223
0.8,score,0,5,0,20,3224
0.8,score,0,5,0,20,3225
0.68,fit,3,8,0,14,3226
0.68,score,3,8,0,14,3227
0.84,score,1,4,0,20,3228
0.92,score,1,2,0,22,3229
0.72,score,0,7,0,18,3230
1.0,score,2,0,0,0,3231
0.96,score,1,1,0,23,3232
0.8,score,1,5,0,19,3233
0.68,fit,2,8,0,15,3234
0.68,score,2,8,0,15,3235
0.76,score,1,6,0,18,3236
0.76,score,2,6,0,17,3237
0.84,score,0,4,0,21,3238
0.76,score,2,6,0,17,3239
0.76,score,0,6,0,19,3240
0.76,score,0,6,0,19,3241
0.84,score,3,4,0,18,3242
0.76,score,1,6,0,18,3243
0.84,score,1,4,0,20,3244
0.8,score,1,5,0,19,3245
0.8,score,2,5,0,18,3246
0.6,fit,0,10,0,15,3247
0.6,score,0,10,0,15,3248
0.88,score,0,3,0,22,3249
0.72,score,0,7,0,18,3250
0.8,score,1,5,0,19,3251
0.8,score,1,5,0,19,3252
0.76,score,0,6,0,19,3253
0.64,fit,3,9,0,13,3254
0.64,score,3,9,0,13,3255
0.84,score,0,4,0,21,3256
0.72,score,3,7,0,15,3257
0.68,fit,3,8,0,14,3258
0.68,score,3,8,0,14,3259
0.76,score,0,6,0,19,3260
0.76,score,3,6,0,16,3261
0.84,score,2,4,0,19,3262
0.68,fit,0,8,0,17,3263
0.68,score,0,8,0,17,3264
0.68,fit,4,8,0,13,3265
0.68,score,4,8,0,13,3266
0.8,score,1,5,0,19,3267
0.76,score,3,6,0,16,3268
0.72,score,1,7,0,17,3269
0.72,score,0,7,0,18,3270
0.76,score,2,6,0,17,3271
0.88,score,0,3,0,22,3272
0.8,score,0,5,0,20,3273
0.84,score,1,4,0,20,3274
0.84,score,0,4,0,21,3275
0.84,score,0,4,0,21,3276
0.8,score,0,5,0,20,3277
0.76,score,0,6,0,19,3278
0.76,score,1,6,0,18,3279
0.96,score,1,1,0,23,3280
0.84,score,1,4,0,20,3281
0.6,fit,0,10,0,15,3282
0.6,score,0,10,0,15,3283
0.76,score,1,6,0,18,3284
0.88,score,1,3,0,21,3285
0.64,fit,1,9,0,15,3286
0.64,score,1,9,0,15,3287
0.8,score,2,5,0,18,3288
0.72,score,0,7,0,18,3289
0.84,score,0,4,0,21,3290
0.84,score,3,4,0,18,3291
0.72,score,1,7,0,17,3292
0.64,fit,1,9,0,15,3293
0.64,score,1,9,0,15,3294
0.88,score,1,3,0,21,3295
0.76,score,3,6,0,16,3296
0.76,score,1,6,0,18,3297
0.76,score,3,6,0,16,3298
0.8,score,1,5,0,19,3299
0.52,fit,0,12,0,13,3300
0.52,score,0,12,0,13,3301
0.68,fit,3,8,0,14,3302
0.68,score,3,8,0,14,3303
0.96,score,1,1,0,23,3304
0.8,score,1,5,0,19,3305
0.84,score,1,4,0,20,3306
0.84,score,0,4,0,21,3307
0.76,score,3,6,0,16,3308
0.72,score,0,7,0,18,3309
0.8,score,1,5,0,19,3310
0.8,score,0,5,0,20,3311
0.84,score,2,4,0,19,3312
0.72,score,1,7,0,17,3313
0.76,score,3,6,0,16,3314
0.76,score,1,6,0,18,3315
0.68,fit,2,8,0,15,3316
0.68,score,2,8,0,15,3317
0.8,score,4,5,0,16,3318
0.88,score,0,3,0,22,3319
0.76,score,3,6,0,16,3320
0.72,score,2,7,0,16,3321
0.88,score,0,3,0,22,3322
0.68,fit,1,8,0,16,3323
0.68,score,1,8,0,16,3324
0.72,score,0,7,0,18,3325
0.8,score,1,5,0,19,3326
0.76,score,4,6,0,15,3327
0.88,score,0,3,0,22,3328
0.84,score,1,4,0,20,3329
0.88,score,2,3,0,20,3330
0.84,score,1,4,0,20,3331
0.84,score,3,4,0,18,3332
0.88,score,0,3,0,22,3333
0.88,score,1,3,0,21,3334
0.8,score,1,5,0,19,3335
0.68,fit,2,8,0,15,3336
0.68,score,2,8,0,15,3337
0.72,score,1,7,0,17,3338
0.8,score,2,5,0,18,3339
0.8,score,1,5,0,19,3340
0.8,score,2,5,0,18,3341
0.84,score,1,4,0,20,3342
0.8,score,0,5,0,20,3343
0.56,fit,0,11,0,14,3344
0.56,score,0,11,0,14,3345
0.84,score,2,4,0,19,3346
0.72,score,3,7,0,15,3347
0.84,score,1,4,0,20,3348
0.8,score,2,5,0,18,3349
0.92,score,1,2,0,22,3350
0.92,score,0,2,0,23,3351
0.84,score,1,4,0,20,3352
0.88,score,1,3,0,21,3353
0.72,score,2,7,0,16,3354
0.8,score,5,5,0,15,3355
0.76,score,1,6,0,18,3356
0.76,score,1,6,0,18,3357
0.84,score,0,4,0,21,3358
0.84,score,3,4,0,18,3359
0.84,score,2,4,0,19,3360
0.88,score,0,3,0,22,3361
0.84,score,0,4,0,21,3362
0.84,score,0,4,0,21,3363
0.8,score,3,5,0,17,3364
0.72,score,0,7,0,18,3365
0.6,fit,0,10,0,15,3366
0.6,score,0,10,0,15,3367
0.76,score,0,6,0,19,3368
0.68,fit,0,8,0,17,3369
0.68,score,0,8,0,17,3370
0.72,score,3,7,0,15,3371
0.8,score,2,5,0,18,3372
0.84,score,1,4,0,20,3373
0.96,score,2,1,0,22,3374
0.8,score,2,5,0,18,3375
0.84,score,0,4,0,21,3376
0.68,fit,0,8,0,17,3377
0.68,score,0,8,0,17,3378
0.72,score,1,7,0,17,3379
0.8,score,1,5,0,19,3380
0.88,score,1,3,0,21,3381
0.92,score,1,2,0,22,3382
0.8,score,2,5,0,18,3383
0.6,fit,0,10,0,15,3384
0.6,score,0,10,0,15,3385
0.76,score,3,6,0,16,3386
0.68,fit,0,8,0,17,3387
0.68,score,0,8,0,17,3388
