x1,x2,a1,a2,b1,b2,performance,gen
0.6254601575620473,-0.6238244903250598,-0.010978993693403896,-0.04146361513343454,0.06629678124275058,-0.01204765707508474,37.0,1
0.030483798746019586,-0.5225897406949662,-0.04563780816834419,0.041321860286876566,-0.09546145338814706,-0.06168170236777515,39.0,1
-1.8164075490385292,0.8103489549946972,0.06261481209933757,0.007313797572024161,0.08721828664980828,-0.044140743955485534,41.0,1
-1.1658419995866716,0.6870607011532412,0.003417945606112485,-0.06243228393427283,0.041654439745098346,0.07591767161855104,38.0,1
0.9781598609760405,-0.14196239723358306,-0.04783138629946858,-0.10216163071028145,-0.025701800268776713,-0.029755476134523756,36.0,1
-0.0449836434535682,-0.45917300580069426,0.0015432304777577566,-0.10887857129952314,-0.08211998503327368,0.09848298466653377,47.0,1
-1.5060071952491998,0.4125422853953205,0.04287514538127928,-0.09241083177972587,0.007397766298428171,0.05364943447323144,52.0,1
0.5019424584880472,0.17081935409456483,-0.06812114709936082,-0.06379632531832904,-0.005736062000729139,0.01575448800569773,34.0,1
-1.3089027441367507,1.2022726703085935,0.024432556213848287,-0.1015834530017376,-0.009831152178496116,0.06698962922440471,52.0,1
1.6618536785356701,0.567080088921357,0.0483486090228334,0.10298556407814474,0.06260351390782744,-0.02471526402838528,43.0,1
0.38584315792098645,0.524060865410138,0.04727832365732639,-0.061398862489782276,-0.0605181713892892,-0.09128045459616929,33.0,2
-0.06570252865925441,1.1571070264466108,-0.018454356322810048,0.015750791818901905,0.0801890590480715,0.12090231123165787,34.0,2
-0.004310906007885862,-0.19310513695701959,0.07748200722251088,-0.10010608491259815,-0.08131223263435065,-0.13230563270435483,29.0,2
-1.3555749991312624,-0.6051529461191967,0.015390098955892023,-0.1083553343461007,-0.07069035641442985,0.05414526543261856,46.0,2
1.0825999538116156,-0.05219679518602782,-0.023092920082397758,0.049634531676098714,-0.07418631811246275,0.11785043040984125,44.0,2
-1.1847119823284449,-0.5552341481577605,-0.05442178041227162,-0.029060968498356647,0.0075082255029305794,-0.0033750286868363677,39.0,2
1.2521879123523831,-1.2055234619323165,0.047048599582463504,-0.03480957470084727,-0.02286127689834684,-0.04882471544197947,38.0,2
-0.2971463568806647,0.14590757216094064,0.02736964615475386,-0.026581581140704462,-0.09694493654262275,-0.037005761230170735,32.0,2
-0.7843146975561975,0.7564086082368158,0.010686116077601907,0.0810500795491487,-0.0496144785567373,-0.02165569329113514,36.0,2
-1.300568806540221,-0.6886145737976768,0.06046551913775504,-0.13071459394421428,0.010434338753707709,0.04241244989855588,80.0,2
0.17244445360824467,-0.7274383717775346,0.017157988825514905,-0.08852780757877976,0.08589688325036317,-0.11174425175771119,39.0,3
-1.1028750813156365,0.976391580698546,-0.09023558872286229,0.015264032677523798,-0.04053191052697598,-0.11012600528088959,53.0,3
-1.4158261536173522,0.09317621986381708,-0.008055696371458476,0.07441892052453758,-0.06024330072794108,-0.021078627307109542,39.0,3
0.9327728926129639,-0.20914974289946264,-0.08215517166007309,-0.06404843057087808,-0.03036384352833032,-0.11320804193692655,37.0,3
1.8209334934093055,-0.9159586793859489,-0.08555177787408232,0.092141234023422,0.045062300458028906,0.11465396123729649,30.0,3
1.1758845302090046,-0.3832777637941763,-0.026575971790775657,0.1049336899739057,0.053833910625167194,0.01055634641427547,42.0,3
-1.3514409047774971,1.1029272099933587,-0.025866601740494363,-0.07819939092223346,0.05201083135925234,-0.09829288078039886,37.0,3
-1.103215608436614,-1.0942502424982379,0.0889846836080402,0.06366577546977997,0.010387852960117155,-0.03391119057686628,34.0,3
0.28773025979474187,-1.1439709223806858,0.0775195375470817,-0.067787476790756,0.021444186095483604,-0.061367358596012,42.0,3
1.1313261982686815,-0.23845375583739958,0.08095771647911519,-0.04075247641803325,-0.08105461942400784,-0.026991663875244563,29.0,3
-1.7988414792604743,0.1131618558405898,-0.0015750089363381209,0.04922999737349898,0.046274982262365524,0.009207677564077088,47.0,4
-1.5006210331544279,0.9344741456815975,-0.01823458752628415,-0.1176823064994216,0.02058783227466047,0.10877807191889735,36.0,4
1.8558555924631657,-0.9842132178903558,-0.015069491906873886,0.009638299115009602,-0.0936380138046667,0.11908982956627759,40.0,4
1.0891854494735598,0.4188342867605388,-0.09416367558576165,0.10142490125770123,0.02532791220456361,-0.036227657232016326,34.0,4
-1.7017192094363272,-0.8781578948674723,0.0314289480061084,-0.0177081556025371,0.03628247881498188,0.07351534539625795,52.0,4
-0.1343008500002325,0.7033699533669278,0.08781746916010975,-0.06126647813536973,0.08336102108459918,-0.1070583808471337,64.0,4
0.359805845618248,-1.064634706845973,-0.05932418806239963,-0.12982947232322398,0.06544651585739106,0.0026369926921725184,29.0,4
1.9348463815748693,0.046838513861875875,0.04499543153535575,-0.08866426253204793,-0.07282151846334338,-0.11020178981706502,33.0,4
0.47181483493745324,-0.37614931724499917,0.04075621477026493,0.007467181146368379,-0.09100057958498596,0.04417304290873558,31.0,4
-0.44010351237282164,-0.9353901002788916,0.06653656919348984,0.04263004734283687,-0.08865876517869532,-0.07220103344462814,28.0,4
1.8772699253149332,-0.975757927489467,-0.09408675458811223,-0.05693398521513493,-0.10169736489538102,-0.11220318419472874,31.0,5
1.0018643256425857,-0.3154996746894904,0.08631280270725487,-0.12682522360982748,-0.08910894411150365,-0.060596059813827284,29.0,5
-1.3425668098814785,-0.78700905443402,0.09219908889841287,0.0175405622979179,-0.08822958950739353,-0.12817500166833404,27.0,5
1.8211912222467364,-0.009844428724609333,-0.03685356972146779,0.05796141531180591,-0.02716982287872583,-0.015878093428954486,54.0,5
-1.4122620444037022,-0.8732634098734706,0.08674549636341632,-0.0755800910870433,-0.039885685825273395,0.006404468877777458,35.0,5
1.5993295502588154,-0.9020381042431109,-0.05141238084610551,0.08943417186302693,0.08763124656774103,-0.04115360930784792,34.0,5
1.2838660712465644,0.6732141485041938,-0.1004209982657805,0.049174006415195766,0.08523409866739064,0.059478560153119274,27.0,5
-0.5722510167807341,0.26799923566868533,-0.0445615529615432,-0.0013012314335331399,-0.02756408314887434,0.10882127512014658,46.0,5
1.147140395231545,-0.9365755379875191,0.10198262546904384,0.11043769357034566,0.021611086762025958,-0.06085650957386196,31.0,5
0.869948500726372,1.173255157400854,0.04565594673696906,0.052192282936878505,0.02315824981659651,0.0410518474188149,52.0,5
-0.8761394586972893,-1.0595001671416686,-0.06422287326000631,-0.025471080381236973,-0.016832958389520647,0.06628433761508018,40.0,6
0.15614110178500418,0.3331515882234089,0.006068028245083984,0.0028668728901445895,0.061275114183835674,-0.09089589208202065,47.0,6
-0.9920251412317156,0.03801564567955218,0.04275265954788775,-0.07947965163191409,0.023333201817907392,-0.12133143639245632,48.0,6
1.06276201826334,-0.1057758392114192,-0.09675262834310532,0.1334472883592546,-0.09117493183724583,-0.02356948883434385,45.0,6
-1.4336346544884147,0.6935806495696306,0.09166962649602443,-0.018792555085800584,0.057616310987547034,-0.008718575705304737,44.0,6
-1.0309544002041222,0.061825837707147,0.010940701235495509,0.10515898318380865,-0.08342860113341362,-0.10048669188159706,31.0,6
1.144441631052643,-0.462142444846686,-0.06712098253596574,0.10242271902152897,-0.0730144511352852,-0.02306247470507026,45.0,6
-1.0897895596548914,1.035632128226571,0.10232055794615298,-0.02624743951351196,-0.06746383403785526,0.005947559976905575,29.0,6
0.07651531551405777,-0.015282949882093888,0.08348562532585115,-0.03091967275417596,-0.05746604383599012,0.07316899046277256,32.0,6
-1.5609195446558295,-0.6199745279923081,-0.03322450420826674,-0.04299465624815226,0.004224997997097676,0.10536733506577464,39.0,6
1.9171876065060496,-0.5531916267983616,-0.049150446732603006,-0.09533828318239004,-0.07598821056898682,-0.02772708118717373,55.0,7
0.8630550423413514,-0.9982230677828194,-0.0904777586023882,0.11617149873319269,0.07565528776902704,0.10674099315313251,31.0,7
-1.770005321547389,0.6831356368213892,-0.003204059997163708,-0.062122156575739385,-0.0741507749229297,0.004098686994202433,43.0,7
1.0965356078557669,1.006646137100179,0.016261388181187206,-0.10113973759679498,0.0703460290198028,-0.09998765589962155,40.0,7
0.7008711341656744,-0.8507645655912348,-0.09722286958631128,-0.0586260526406914,-0.10359888557326048,0.04085857864364237,46.0,7
-0.29866125180199743,-1.0112214828701689,-0.04491810135856271,0.010436984013170003,0.008433621026203042,0.025927483146451415,42.0,7
-0.6517394438087939,-0.9409136935835705,-0.07757171098440886,0.12108021489579232,-0.013625299556702372,0.10715783153430375,42.0,7
-1.9292173801213504,1.1658429655968214,-0.009113463956564663,-0.07237512102455645,-0.005902039271220558,0.003403495263420042,57.0,7
-0.08532281421124932,-0.9395891592395492,0.0021760060544684517,-0.034940450838938354,0.016730673502720894,-0.030621014658614998,54.0,7
-1.5608930454030632,1.068356345531065,-0.09865768548741936,0.04985406867801398,0.07431116510115564,-0.1053656514067054,31.0,7
-1.7061984395161272,0.9216203939239496,0.0012158053855597928,0.05071693580476941,0.09148336406342684,-0.060501450000323365,40.0,8
-1.1766775850504638,-0.14897807847708466,0.0698108593217656,-0.012830940691687165,0.08783842273104935,-0.04860017155943811,55.0,8
-0.21794107707962385,0.6312950495327823,-0.08379410538956523,0.12115547750709207,0.0586149526496604,0.055493924909934406,34.0,8
0.6494857472218573,-0.24252160341711715,-0.034366800958104425,-0.05917547900057585,0.021981494731046256,-0.08114859577880054,42.0,8
0.35945595916360606,0.10444447139510893,-0.08509375977888703,-0.03617366817045212,-0.029895786573216322,-0.11102174411321433,43.0,8
-0.30709259110316633,-0.09288068435154861,0.04649794564057141,-0.1071054288802892,0.037376718154661356,0.0741408959806785,48.0,8
-0.6801810593046248,-0.6044411119446158,0.0784650379030034,0.026087410376727578,-0.02623408962067216,0.11602386992001536,37.0,8
0.0051437943689525145,-0.3675191577337682,0.039302952891960743,0.045084077027268715,0.057608339186944066,-0.1300550572247803,53.0,8
-1.2388493655100463,-0.41155890924157573,0.10037264632076025,0.026451494778051976,-0.024709911257252096,0.010000888635925936,32.0,8
0.3284384910129011,0.02339411118999113,0.046177826865985996,-0.11248650504627825,-0.1009699420036748,-0.07989144796842337,31.0,8
1.586959197923541,-0.8881421031220815,0.06508035431060939,-0.027290067456156024,0.027779027766697113,0.06285148044462502,58.0,9
1.794070623423904,-0.887015499584377,-0.03244575691010802,-0.003939021764300776,0.03839030502282083,-0.11863027499631792,44.0,9
-1.0497632870189846,0.6705256507149897,0.011423980961628263,-0.09595284352733197,0.07789333037510514,0.10780439448585363,34.0,9
