specialist_score,specialist_cycle,prefit_evaluation,postfit_evaluation,cm_true_positive,cm_false_positive,cm_false_negative,cm_true_negative,gen
0,fit,,,,,,,700
0,fit,,,,,,,701
0,fit,,,,,,,702
0,fit,,,,,,,703
0,fit,,,,,,,704
0,fit,,,,,,,705
0,fit,,,,,,,706
0,fit,,,,,,,707
0,fit,,,,,,,708
0,fit,,,,,,,709
0,score,0.36333333333333334,0.36666666666666664,,,,,710
0,score,0.36333333333333334,0.36666666666666664,,,,,711
0,score,0.36333333333333334,0.36666666666666664,,,,,712
0,score,0.36333333333333334,0.36666666666666664,,,,,713
0,score,0.36333333333333334,0.36666666666666664,,,,,714
0,score,0.36333333333333334,0.36666666666666664,,,,,715
0,score,0.36333333333333334,0.36666666666666664,,,,,716
0,score,0.36333333333333334,0.36666666666666664,,,,,717
0,score,0.36333333333333334,0.36666666666666664,,,,,718
0,score,0.36333333333333334,0.36666666666666664,,,,,719
0.346,fit,0.36333333333333334,0.36666666666666664,137,72,254,37,720
0.346,fit,0.36333333333333334,0.36666666666666664,137,72,254,37,721
0.346,fit,0.36333333333333334,0.36666666666666664,137,72,254,37,722
0.346,fit,0.36333333333333334,0.36666666666666664,137,72,254,37,723
0.346,fit,0.36333333333333334,0.36666666666666664,137,72,254,37,724
0.346,fit,0.36333333333333334,0.36666666666666664,137,72,254,37,725
0.346,fit,0.36333333333333334,0.36666666666666664,137,72,254,37,726
0.346,fit,0.36333333333333334,0.36666666666666664,137,72,254,37,727
0.346,fit,0.36333333333333334,0.36666666666666664,137,72,254,37,728
0.346,fit,0.36333333333333334,0.36666666666666664,137,72,254,37,729
0.346,score,0.3433333333333333,0.35,137,72,254,37,730
0.346,score,0.3433333333333333,0.35,137,72,254,37,731
0.346,score,0.3433333333333333,0.35,137,72,254,37,732
0.346,score,0.3433333333333333,0.35,137,72,254,37,733
0.346,score,0.3433333333333333,0.35,137,72,254,37,734
0.346,score,0.3433333333333333,0.35,137,72,254,37,735
0.346,score,0.3433333333333333,0.35,137,72,254,37,736
0.346,score,0.3433333333333333,0.35,137,72,254,37,737
0.346,score,0.3433333333333333,0.35,137,72,254,37,738
0.346,score,0.3433333333333333,0.35,137,72,254,37,739
0.314,fit,0.3433333333333333,0.35,113,61,282,44,740
0.314,fit,0.3433333333333333,0.35,113,61,282,44,741
0.314,fit,0.3433333333333333,0.35,113,61,282,44,742
0.314,fit,0.3433333333333333,0.35,113,61,282,44,743
0.314,fit,0.3433333333333333,0.35,113,61,282,44,744
0.314,fit,0.3433333333333333,0.35,113,61,282,44,745
0.314,fit,0.3433333333333333,0.35,113,61,282,44,746
0.314,fit,0.3433333333333333,0.35,113,61,282,44,747
0.314,fit,0.3433333333333333,0.35,113,61,282,44,748
0.314,fit,0.3433333333333333,0.35,113,61,282,44,749
0.314,score,0.3433333333333333,0.3566666666666667,113,61,282,44,750
0.314,score,0.3433333333333333,0.3566666666666667,113,61,282,44,751
0.314,score,0.3433333333333333,0.3566666666666667,113,61,282,44,752
0.314,score,0.3433333333333333,0.3566666666666667,113,61,282,44,753
0.314,score,0.3433333333333333,0.3566666666666667,113,61,282,44,754
0.314,score,0.3433333333333333,0.3566666666666667,113,61,282,44,755
0.314,score,0.3433333333333333,0.3566666666666667,113,61,282,44,756
0.314,score,0.3433333333333333,0.3566666666666667,113,61,282,44,757
0.314,score,0.3433333333333333,0.3566666666666667,113,61,282,44,758
0.314,score,0.3433333333333333,0.3566666666666667,113,61,282,44,759
0.362,fit,0.3433333333333333,0.3566666666666667,125,75,243,57,760
0.362,fit,0.3433333333333333,0.3566666666666667,125,75,243,57,761
0.362,fit,0.3433333333333333,0.3566666666666667,125,75,243,57,762
0.362,fit,0.3433333333333333,0.3566666666666667,125,75,243,57,763
0.362,fit,0.3433333333333333,0.3566666666666667,125,75,243,57,764
0.362,fit,0.3433333333333333,0.3566666666666667,125,75,243,57,765
0.362,fit,0.3433333333333333,0.3566666666666667,125,75,243,57,766
0.362,fit,0.3433333333333333,0.3566666666666667,125,75,243,57,767
0.362,fit,0.3433333333333333,0.3566666666666667,125,75,243,57,768
0.362,fit,0.3433333333333333,0.3566666666666667,125,75,243,57,769
0.362,score,0.3466666666666667,0.39666666666666667,125,75,243,57,770
0.362,score,0.3466666666666667,0.39666666666666667,125,75,243,57,771
0.362,score,0.3466666666666667,0.39666666666666667,125,75,243,57,772
0.362,score,0.3466666666666667,0.39666666666666667,125,75,243,57,773
0.362,score,0.3466666666666667,0.39666666666666667,125,75,243,57,774
0.362,score,0.3466666666666667,0.39666666666666667,125,75,243,57,775
0.362,score,0.3466666666666667,0.39666666666666667,125,75,243,57,776
0.362,score,0.3466666666666667,0.39666666666666667,125,75,243,57,777
0.362,score,0.3466666666666667,0.39666666666666667,125,75,243,57,778
0.362,score,0.3466666666666667,0.39666666666666667,125,75,243,57,779
0.386,fit,0.3466666666666667,0.39666666666666667,104,89,218,89,780
0.386,fit,0.3466666666666667,0.39666666666666667,104,89,218,89,781
0.386,fit,0.3466666666666667,0.39666666666666667,104,89,218,89,782
0.386,fit,0.3466666666666667,0.39666666666666667,104,89,218,89,783
0.386,fit,0.3466666666666667,0.39666666666666667,104,89,218,89,784
0.386,fit,0.3466666666666667,0.39666666666666667,104,89,218,89,785
0.386,fit,0.3466666666666667,0.39666666666666667,104,89,218,89,786
0.386,fit,0.3466666666666667,0.39666666666666667,104,89,218,89,787
0.386,fit,0.3466666666666667,0.39666666666666667,104,89,218,89,788
0.386,fit,0.3466666666666667,0.39666666666666667,104,89,218,89,789
0.386,score,0.4033333333333333,0.4766666666666667,104,89,218,89,790
0.386,score,0.4033333333333333,0.4766666666666667,104,89,218,89,791
0.386,score,0.4033333333333333,0.4766666666666667,104,89,218,89,792
0.386,score,0.4033333333333333,0.4766666666666667,104,89,218,89,793
0.386,score,0.4033333333333333,0.4766666666666667,104,89,218,89,794
0.386,score,0.4033333333333333,0.4766666666666667,104,89,218,89,795
0.386,score,0.4033333333333333,0.4766666666666667,104,89,218,89,796
0.386,score,0.4033333333333333,0.4766666666666667,104,89,218,89,797
0.386,score,0.4033333333333333,0.4766666666666667,104,89,218,89,798
0.386,score,0.4033333333333333,0.4766666666666667,104,89,218,89,799
0.448,fit,0.4033333333333333,0.4766666666666667,107,92,184,117,800
0.448,fit,0.4033333333333333,0.4766666666666667,107,92,184,117,801
0.448,fit,0.4033333333333333,0.4766666666666667,107,92,184,117,802
0.448,fit,0.4033333333333333,0.4766666666666667,107,92,184,117,803
0.448,fit,0.4033333333333333,0.4766666666666667,107,92,184,117,804
0.448,fit,0.4033333333333333,0.4766666666666667,107,92,184,117,805
0.448,fit,0.4033333333333333,0.4766666666666667,107,92,184,117,806
0.448,fit,0.4033333333333333,0.4766666666666667,107,92,184,117,807
0.448,fit,0.4033333333333333,0.4766666666666667,107,92,184,117,808
0.448,fit,0.4033333333333333,0.4766666666666667,107,92,184,117,809
0.448,score,0.47,0.5433333333333333,107,92,184,117,810
0.448,score,0.47,0.5433333333333333,107,92,184,117,811
0.448,score,0.47,0.5433333333333333,107,92,184,117,812
0.448,score,0.47,0.5433333333333333,107,92,184,117,813
0.448,score,0.47,0.5433333333333333,107,92,184,117,814
0.448,score,0.47,0.5433333333333333,107,92,184,117,815
0.448,score,0.47,0.5433333333333333,107,92,184,117,816
0.448,score,0.47,0.5433333333333333,107,92,184,117,817
0.448,score,0.47,0.5433333333333333,107,92,184,117,818
0.448,score,0.47,0.5433333333333333,107,92,184,117,819
0.494,fit,0.47,0.5433333333333333,90,96,157,157,820
0.494,fit,0.47,0.5433333333333333,90,96,157,157,821
0.494,fit,0.47,0.5433333333333333,90,96,157,157,822
0.494,fit,0.47,0.5433333333333333,90,96,157,157,823
0.494,fit,0.47,0.5433333333333333,90,96,157,157,824
0.494,fit,0.47,0.5433333333333333,90,96,157,157,825
0.494,fit,0.47,0.5433333333333333,90,96,157,157,826
0.494,fit,0.47,0.5433333333333333,90,96,157,157,827
0.494,fit,0.47,0.5433333333333333,90,96,157,157,828
0.494,fit,0.47,0.5433333333333333,90,96,157,157,829
0.494,score,0.5366666666666666,0.6166666666666667,90,96,157,157,830
0.494,score,0.5366666666666666,0.6166666666666667,90,96,157,157,831
0.494,score,0.5366666666666666,0.6166666666666667,90,96,157,157,832
0.494,score,0.5366666666666666,0.6166666666666667,90,96,157,157,833
0.494,score,0.5366666666666666,0.6166666666666667,90,96,157,157,834
0.494,score,0.5366666666666666,0.6166666666666667,90,96,157,157,835
0.494,score,0.5366666666666666,0.6166666666666667,90,96,157,157,836
0.494,score,0.5366666666666666,0.6166666666666667,90,96,157,157,837
0.494,score,0.5366666666666666,0.6166666666666667,90,96,157,157,838
0.494,score,0.5366666666666666,0.6166666666666667,90,96,157,157,839
0.556,fit,0.5366666666666666,0.6166666666666667,73,104,118,205,840
0.556,fit,0.5366666666666666,0.6166666666666667,73,104,118,205,841
0.556,fit,0.5366666666666666,0.6166666666666667,73,104,118,205,842
0.556,fit,0.5366666666666666,0.6166666666666667,73,104,118,205,843
0.556,fit,0.5366666666666666,0.6166666666666667,73,104,118,205,844
0.556,fit,0.5366666666666666,0.6166666666666667,73,104,118,205,845
0.556,fit,0.5366666666666666,0.6166666666666667,73,104,118,205,846
0.556,fit,0.5366666666666666,0.6166666666666667,73,104,118,205,847
0.556,fit,0.5366666666666666,0.6166666666666667,73,104,118,205,848
0.556,fit,0.5366666666666666,0.6166666666666667,73,104,118,205,849
0.556,score,0.6166666666666667,0.6833333333333333,73,104,118,205,850
0.556,score,0.6166666666666667,0.6833333333333333,73,104,118,205,851
0.556,score,0.6166666666666667,0.6833333333333333,73,104,118,205,852
0.556,score,0.6166666666666667,0.6833333333333333,73,104,118,205,853
0.556,score,0.6166666666666667,0.6833333333333333,73,104,118,205,854
0.556,score,0.6166666666666667,0.6833333333333333,73,104,118,205,855
0.556,score,0.6166666666666667,0.6833333333333333,73,104,118,205,856
0.556,score,0.6166666666666667,0.6833333333333333,73,104,118,205,857
0.556,score,0.6166666666666667,0.6833333333333333,73,104,118,205,858
0.556,score,0.6166666666666667,0.6833333333333333,73,104,118,205,859
0.648,fit,0.6166666666666667,0.6833333333333333,87,97,79,237,860
0.648,fit,0.6166666666666667,0.6833333333333333,87,97,79,237,861
0.648,fit,0.6166666666666667,0.6833333333333333,87,97,79,237,862
0.648,fit,0.6166666666666667,0.6833333333333333,87,97,79,237,863
0.648,fit,0.6166666666666667,0.6833333333333333,87,97,79,237,864
0.648,fit,0.6166666666666667,0.6833333333333333,87,97,79,237,865
0.648,fit,0.6166666666666667,0.6833333333333333,87,97,79,237,866
0.648,fit,0.6166666666666667,0.6833333333333333,87,97,79,237,867
0.648,fit,0.6166666666666667,0.6833333333333333,87,97,79,237,868
0.648,fit,0.6166666666666667,0.6833333333333333,87,97,79,237,869
0.648,score,0.69,0.72,87,97,79,237,870
0.648,score,0.69,0.72,87,97,79,237,871
0.648,score,0.69,0.72,87,97,79,237,872
0.648,score,0.69,0.72,87,97,79,237,873
0.648,score,0.69,0.72,87,97,79,237,874
0.648,score,0.69,0.72,87,97,79,237,875
0.648,score,0.69,0.72,87,97,79,237,876
0.648,score,0.69,0.72,87,97,79,237,877
0.648,score,0.69,0.72,87,97,79,237,878
0.648,score,0.69,0.72,87,97,79,237,879
0.72,score,0.69,0.72,76,99,41,284,880
0.722,score,0.69,0.72,74,95,44,287,881
0.724,score,0.69,0.72,66,94,44,296,882
0.708,score,0.69,0.72,63,104,42,291,883
0.712,score,0.69,0.72,61,101,43,295,884
0.71,score,0.69,0.72,62,99,46,293,885
0.688,fit,0.69,0.72,61,108,48,283,886
0.688,fit,0.69,0.72,61,108,48,283,887
0.688,fit,0.69,0.72,61,108,48,283,888
0.688,fit,0.69,0.72,61,108,48,283,889
0.688,fit,0.69,0.72,61,108,48,283,890
0.688,fit,0.69,0.72,61,108,48,283,891
0.688,fit,0.69,0.72,61,108,48,283,892
0.688,fit,0.69,0.72,61,108,48,283,893
0.688,fit,0.69,0.72,61,108,48,283,894
0.688,fit,0.69,0.72,61,108,48,283,895
0.688,score,0.7266666666666667,0.73,61,108,48,283,896
0.688,score,0.7266666666666667,0.73,61,108,48,283,897
0.688,score,0.7266666666666667,0.73,61,108,48,283,898
0.688,score,0.7266666666666667,0.73,61,108,48,283,899
0.688,score,0.7266666666666667,0.73,61,108,48,283,900
0.688,score,0.7266666666666667,0.73,61,108,48,283,901
0.688,score,0.7266666666666667,0.73,61,108,48,283,902
0.688,score,0.7266666666666667,0.73,61,108,48,283,903
0.688,score,0.7266666666666667,0.73,61,108,48,283,904
0.688,score,0.7266666666666667,0.73,61,108,48,283,905
0.74,score,0.7266666666666667,0.73,60,101,29,310,906
0.744,score,0.7266666666666667,0.73,55,102,26,317,907
0.738,score,0.7266666666666667,0.73,60,108,23,309,908
0.742,score,0.7266666666666667,0.73,60,105,24,311,909
0.756,score,0.7266666666666667,0.73,60,95,27,318,910
0.742,score,0.7266666666666667,0.73,56,100,29,315,911
0.752,score,0.7266666666666667,0.73,63,94,30,313,912
0.756,score,0.7266666666666667,0.73,60,92,30,318,913
0.742,score,0.7266666666666667,0.73,58,97,32,313,914
0.738,score,0.7266666666666667,0.73,59,101,30,310,915
0.734,score,0.7266666666666667,0.73,62,105,28,305,916
0.726,score,0.7266666666666667,0.73,61,105,32,302,917
0.72,score,0.7266666666666667,0.73,60,107,33,300,918
0.716,score,0.7266666666666667,0.73,60,111,31,298,919
0.696,fit,0.7266666666666667,0.73,62,123,29,286,920
0.696,fit,0.7266666666666667,0.73,62,123,29,286,921
0.696,fit,0.7266666666666667,0.73,62,123,29,286,922
0.696,fit,0.7266666666666667,0.73,62,123,29,286,923
0.696,fit,0.7266666666666667,0.73,62,123,29,286,924
0.696,fit,0.7266666666666667,0.73,62,123,29,286,925
0.696,fit,0.7266666666666667,0.73,62,123,29,286,926
0.696,fit,0.7266666666666667,0.73,62,123,29,286,927
0.696,fit,0.7266666666666667,0.73,62,123,29,286,928
0.696,fit,0.7266666666666667,0.73,62,123,29,286,929
0.696,score,0.73,0.73,62,123,29,286,930
0.696,score,0.73,0.73,62,123,29,286,931
0.696,score,0.73,0.73,62,123,29,286,932
0.696,score,0.73,0.73,62,123,29,286,933
0.696,score,0.73,0.73,62,123,29,286,934
0.696,score,0.73,0.73,62,123,29,286,935
0.696,score,0.73,0.73,62,123,29,286,936
0.696,score,0.73,0.73,62,123,29,286,937
0.696,score,0.73,0.73,62,123,29,286,938
0.696,score,0.73,0.73,62,123,29,286,939
0.712,score,0.73,0.73,46,130,15,309,940
0.722,score,0.73,0.73,48,128,11,313,941
0.734,score,0.73,0.73,45,125,8,322,942
0.726,score,0.73,0.73,41,128,9,322,943
0.708,score,0.73,0.73,42,135,11,312,944
0.722,score,0.73,0.73,45,128,11,316,945
0.738,score,0.73,0.73,46,121,10,323,946
0.75,score,0.73,0.73,48,115,10,327,947
0.748,score,0.73,0.73,51,116,10,323,948
0.74,score,0.73,0.73,48,120,10,322,949
0.748,score,0.73,0.73,50,113,13,324,950
0.738,score,0.73,0.73,48,114,17,321,951
0.724,score,0.73,0.73,45,121,17,317,952
0.73,score,0.73,0.73,50,120,15,315,953
0.738,score,0.73,0.73,45,117,14,324,954
0.724,score,0.73,0.73,43,124,14,319,955
0.708,score,0.73,0.73,44,131,15,310,956
0.71,score,0.73,0.73,48,130,15,307,957
0.706,score,0.73,0.73,46,133,14,307,958
0.7,score,0.73,0.73,45,137,13,305,959
0.704,score,0.73,0.73,46,137,11,306,960
0.712,score,0.73,0.73,53,136,8,303,961
0.722,score,0.73,0.73,55,130,9,306,962
0.728,score,0.73,0.73,52,127,9,312,963
0.73,score,0.73,0.73,55,125,10,310,964
0.738,score,0.73,0.73,60,122,9,309,965
0.748,score,0.73,0.73,57,119,7,317,966
0.75,score,0.73,0.73,51,118,7,324,967
