,bestsol,bestgsol
0,0.9464187240823687,0.7881744191480613
1,-0.5839933361633738,-0.41467484017968903
2,-0.22588293569934645,-0.166414120858371
3,0.06981030004828793,0.054134946673634374
4,0.08331841489543078,0.1490186979722642
5,-0.34411729273879027,-0.25494754885123827
6,0.43814854806413694,0.537892441143257
7,-0.19325611334179607,-0.23160553045248852
8,-0.40094525538910775,-0.34035848079489156
9,0.018751411962640685,0.022568115046568603
10,0.09595445858654349,0.08198065206622768
11,-0.6085999782947066,-0.4889320188878705
12,-0.25485978019843614,-0.35428354990181193
13,-0.9183367240044946,-0.8667202268212549
14,1.061922162047142,1.012319399260919
15,1.0111930827902118,0.9367613942547804
16,-1.4391236049851364,-1.4777547735109957
17,-0.9712521377969515,-0.8892790137498023
18,0.7731431082673283,0.9079010757988373
19,-0.2606600062156328,-0.2162428270885617
20,0.5357272711498859,0.5713462797516455
21,-0.7886196881760946,-0.8588852413706966
22,-0.495546939951978,-0.48242818658235886
23,0.20413085251410698,0.3414806058147689
24,-0.369921312233009,-0.36290630601125795
25,-0.7441589116196617,-0.6724858252745024
26,0.6504143233269858,0.3623607731555709
27,0.26458221652106345,0.1139585346828942
28,0.7975902070646422,0.8603790400568693
29,-0.5602054343438588,-0.7204579595714857
30,0.8194484342304789,0.8640548538651944
31,-0.46750357660345043,-0.5340428166221006
32,0.7796741199857069,0.8404447891642115
33,-0.05139779930057943,-0.1097821199312622
34,-0.3947596799591195,-0.3409907066760798
35,0.6258857997855333,0.6222821042103869
36,1.0865873501408432,1.0018985685178297
37,-1.0527736357130515,-1.080781610364814
38,0.532900916951289,0.3435364752511996
39,0.3570162993139304,0.39570750461997517
40,-0.2093630729816394,-0.1417335693423873
41,0.7687485386353529,0.6615587655675464
42,0.45592679307636547,0.5518117167248361
43,-1.281047021532817,-1.1595680448056644
44,0.8067631204294942,0.8633724623685658
45,-1.1010611246853121,-1.1108697053321326
46,0.44929373176765447,0.6341159632456992
47,-0.25533668233781626,-0.2246378197109541
48,-0.8201092015115549,-0.743260939851094
49,0.12630768711658014,-0.09462934845783569
50,0.11716492530126892,0.06940315867419924
51,0.7842595966620953,0.8140559140131389
52,-0.9572667315572422,-0.906662939898855
53,0.7092655635541123,0.8063267626606196
54,-0.7433162096162381,-0.8058184913956593
55,-0.020951913641046982,-0.12510851186292762
56,0.06243461846887514,0.04032825914602291
57,-0.45090597715160563,-0.3699614905276222
58,0.5314842446154385,0.6475122810490493
59,0.3614777818096923,0.3282448982730363
60,0.5463059108070841,0.5795030805519996
