,bestsol,bestgsol
0,0.3344851832341063,0.2955954037317177
1,-0.21645008822947615,-0.27158855988449854
2,0.10631186755448693,0.041719179127599926
3,0.2908284313765746,0.28477353147129847
4,0.12576830107367976,0.14805190730160728
5,-0.5765629380068577,-0.6004911278135963
6,0.890707431547175,0.8891992440888251
7,0.03905045987481315,0.09910388400115647
8,0.6673105047693472,0.7053480393759981
9,0.1823566429360911,0.23667890187762142
10,-0.01493524895423474,0.01448861499783451
11,0.2218462304977175,0.2114926189493616
12,0.3063999668827601,0.33956344265812505
13,0.7717301412654899,0.784785623942988
14,0.02824142679537846,0.02011827212759439
15,0.37071443057452225,0.34146250754587276
16,-0.5395322529346216,-0.4739445111886074
17,0.5585454869879619,0.507959066965002
18,-0.3772432327484028,-0.3365727587560365
19,-0.19248147300151597,-0.15437153560653186
20,0.4215588572504,0.4268426410064717
21,-0.20471982084132728,-0.20898056151144714
22,-0.7831233008265249,-0.7125371704029286
23,-0.241072504253344,-0.2534717128001983
24,-0.18345659780595525,-0.1959097385549852
25,-0.9847532293330826,-0.9694470245359404
26,-0.9055929362631336,-0.9532265830927693
27,0.24858528502867255,0.2811589735076956
28,0.7050378593556482,0.7873086071791274
29,0.6956637090278311,0.6699302506997912
30,0.8007927733126913,0.8364886071592675
31,-1.3585593994795917,-1.3820612151333806
32,0.36748711981863547,0.4003429350267479
33,1.1648333499423849,1.1440031043685237
34,-0.6051660922684297,-0.5354749196361
35,0.9148579572831138,0.9344781394962984
36,1.1444605572646456,1.1357986305008914
37,-0.7630994539793118,-0.7331371509911581
38,0.0841964797089914,0.10879328577535827
39,0.3399657039505777,0.3877256148930729
40,-1.7172005163775559,-1.7154679471995287
41,0.366900799672505,0.3317190387317787
42,-0.059366934941706515,-0.055566685945048926
43,1.3730260890448975,1.346451023411062
44,-0.5354231749484124,-0.49601453434303877
45,0.12373407501195925,0.1013020735174742
46,0.44242290230697595,0.41621782951290565
47,-0.6086221012036908,-0.6160643497836998
48,0.07304720716535074,0.08600265561243839
49,0.09284185672702967,0.08891548599629583
50,0.04625175431331023,-0.05584062543924327
51,-0.6204709891978807,-0.6334800935045594
52,0.00663310930338052,-0.0025709897854531098
53,-0.834554979775448,-0.8133678955399888
54,0.20453891110660127,0.17259705062196132
55,0.271062066269192,0.25027324717514204
56,-0.22652146887696967,-0.18840833509401744
57,-1.7287378654306655,-1.7211734530400642
58,-0.7969164334455299,-0.8120271217029191
59,-2.364059221117538,-2.3670103966900964
60,1.2522475087841891,1.2535591779562234
61,0.301968395758973,0.279642878406799
62,-0.47402016209402476,-0.4535850757339297
63,0.155694880889697,0.15088029968903177
64,0.3982093730079356,0.4092966398010979
65,-0.43006750566196933,-0.42784799478344643
66,-0.2510665898842381,-0.2746007970985569
67,0.4780606349407803,0.4748806792927147
68,-0.35046699645924134,-0.35315683576326584
69,0.3563902401030088,0.35739565078843144
70,0.3599358287228208,0.37955697971813357
71,-0.8574096232296919,-0.8690588751044435
72,0.1286293832308434,0.10804958815590807
73,0.006281686656183111,0.015295582929424748
74,0.6381106196898082,0.6505945267016997
75,0.11040527877249051,0.10801847391413909
76,0.36194732369823285,0.3742895866182412
77,0.5973976097370806,0.6029196763224253
78,0.09994823643105034,0.10901002377966656
79,0.3025914426162345,0.29766973966119126
80,0.3009034095919048,0.242164910954628
81,1.0194312756063026,1.0009818366516314
82,-0.3303856353091253,-0.3055307152269314
83,0.46133226316519715,0.4773322641609066
84,0.6202995983081278,0.5856221451355575
85,0.13648292312993815,0.1756741014923781
86,-0.6401648961651724,-0.6252412026221551
87,1.076901115373979,1.0789973533063524
88,0.7325473531467774,0.7370613376280164
89,-0.20418247742306375,-0.1638874947995591
90,-0.6615430191609413,-0.6947342095885048
91,-0.8897432729414785,-0.862069756973872
92,-0.5438743358082087,-0.5234670312039246
93,-1.3370126067477914,-1.371013538950579
94,-0.15779081467031117,-0.18622237624723964
95,-0.6185575921344989,-0.5808338438293502
96,1.0402517599632715,1.0449027556859254
97,0.8516507958161209,0.8463813445872989
98,0.6212824853199022,0.581885324503968
99,-0.18409867683690984,-0.14297711989549572
100,-1.3077517474238047,-1.3294692036185682
101,-0.4234238998752866,-0.39129109137419527
102,0.8371819829062357,0.7881046069921117
103,-0.17288713228358024,-0.20256316242861316
104,0.5447976604005629,0.5461260727372488
105,-0.1946528259750387,-0.16872533259711245
106,-0.042399147769034626,-0.04206593170199603
107,0.5473197296563557,0.5665504486026752
108,-0.46081379345231227,-0.46532513618607174
109,-1.1949305232040235,-1.1656911393580804
110,-0.2708218055010199,-0.27514227017689163
111,-0.2939519519440954,-0.27565915663557633
112,0.010304955451981191,-0.03718428495771095
113,0.5816082449911854,0.5744876707135389
114,-0.5497243050098836,-0.5239005550694306
115,0.20670100475466519,0.2404327399308619
116,0.8917027092844294,0.8954162137106753
117,1.2119171060181038,1.213003138171395
118,-0.3291576675333242,-0.35690510081722127
119,-0.09635221455473891,-0.11818290372661731
120,-0.2113493819624679,-0.17884218553288805
121,-1.0708906885883533,-1.0732134629389847
122,-1.1361382332608536,-1.1174198295728919
123,-0.6884760902701342,-0.7019220246659875
124,-0.07381406915344585,-0.05920611537184059
125,0.7127751866311058,0.717515185983217
126,0.4192979451431537,0.4351705255960523
127,-0.8900858667056428,-0.9179154145068079
128,-0.7614933506599632,-0.7952942967044049
129,0.37377766726509415,0.38469926854527897
130,-0.2981595030799773,-0.336174403954332
131,-0.8111281935442437,-0.8213165979770467
132,1.089879503346766,1.1243392101197403
133,-0.48714254467093526,-0.5125931537780162
